trait_type,phenocode,pheno_sex,coding,modifier,description,description_more,coding_description,category,aws_link_tabix,n_cases_full_cohort_both_sexes,n_cases_full_cohort_females,n_cases_full_cohort_males,pops,num_pops,n_cases_AFR,n_cases_AMR,n_cases_CSA,n_cases_EAS,n_cases_EUR,n_cases_MID,n_controls_AFR,n_controls_AMR,n_controls_CSA,n_controls_EAS,n_controls_EUR,n_controls_MID,saige_heritability_AFR,saige_heritability_AMR,saige_heritability_CSA,saige_heritability_EAS,saige_heritability_EUR,saige_heritability_MID,lambda_gc_AFR,lambda_gc_AMR,lambda_gc_CSA,lambda_gc_EAS,lambda_gc_EUR.x,lambda_gc_MID,filename,filename_tabix,aws_link,wget,wget_tabix,size_in_bytes,size_in_bytes_tabix,md5_hex,md5_hex_tabix,phenocode_annotate_lst,ICD10_code,to_remove,new_pheno_annot,lambda_gc_EUR.y,phenotype_qc_EUR,pops_pass_qc,sldsc_25bin_h2_observed_EUR,ICD10_code_new,similar_BNF_product_description,score,to_remove_dups,DM+D: Product Description,BNF Code,SNOMED Code,AB_PRESUMED.DIAGNOSIS
categorical,20003,both_sexes,1140888266,,Treatment/medication code,Code for treatment Negative codes indicate free-text entry.,warfarin,UK Biobank Assessment Centre > Verbal interview > Medications,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-20003-both_sexes-1140888266.tsv.bgz.tbi,4714,1432,3282,EUR,1,,,,,4228,,,,,,416245,,,,,,0.090637,,,,,,1.0395,,categorical-20003-both_sexes-1140888266.tsv.bgz,categorical-20003-both_sexes-1140888266.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-20003-both_sexes-1140888266.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-20003-both_sexes-1140888266.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-20003-both_sexes-1140888266.tsv.bgz.tbi,546074279,1752057,a1c628e1dba21397a6fcd2a868211b01,d23456065e70b792f12253da40f662c4,CA_Medications_h0.09064_n4714,Q86.2,0,CA_PR_warfarin_h0.09064,1.04,h2_z_insignificant,,0.0032,I48,Warfarin 3mg tablets,50,1,Warfarin 3mg tablets,0208020V0AAABAB,1.03E+15,AF
prescriptions,atenolol/chlorthalidone,both_sexes,,,,,atenolol/chlorthalidone,"combination anti-hypertensive,anti-hypertensive,beta blocker,diuretic,thiazide diuretic",https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/prescriptions-atenolol_chlorthalidone-both_sexes.tsv.bgz.tbi,360,164,159,EUR,1,,,,,304,,,,,,420227,,,,,,0.19097,,,,,,0.98423,,prescriptions-atenolol_chlorthalidone-both_sexes.tsv.bgz,prescriptions-atenolol_chlorthalidone-both_sexes.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/prescriptions-atenolol_chlorthalidone-both_sexes.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/prescriptions-atenolol_chlorthalidone-both_sexes.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/prescriptions-atenolol_chlorthalidone-both_sexes.tsv.bgz.tbi,523694357,1750960,f2819f2e8d48d65f9d680685156b53fc,ddfdb7b422950687f3003d66bcf4f3cb,PR_atenolol_chlorthalidone_h0.19097_n360,,0,PR_atenolol_chlorthalidone_h0.19097_I48_I20,0.986,h2_z_insignificant,,0.0018,I48_I20_I10,Atenolol 3mg/5ml oral solution,60,0,Atenolol 3mg/5ml oral solution,0204000E0AAAPAP,1.20E+16,AF/IHD/HTN
categorical,20003,both_sexes,1140879854,,Treatment/medication code,Code for treatment Negative codes indicate free-text entry.,sotalol,UK Biobank Assessment Centre > Verbal interview > Medications,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-20003-both_sexes-1140879854.tsv.bgz.tbi,722,306,416,EUR,1,,,,,646,,,,,,419827,,,,,,0.24089,,,,,,1.0126,,categorical-20003-both_sexes-1140879854.tsv.bgz,categorical-20003-both_sexes-1140879854.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-20003-both_sexes-1140879854.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-20003-both_sexes-1140879854.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-20003-both_sexes-1140879854.tsv.bgz.tbi,533365780,1751636,acd13f63a68c75550acf2539ce6d3d35,bdecdf53645525a48732bdf38b1b3142,CA_Medications_h0.24089_n722,,0,CA_PR_sotalol_h0.24089,1.02,h2_z_insignificant,,0.0013,I48_I49,Sotalol 40mg tablets,44,0,Sotalol 40mg tablets,0204000T0AAABAB,1.08E+15,AF/Arrythmia
prescriptions,sotalol,both_sexes,,,,,sotalol,"anti-arrhythmic,non-selective beta-blocker,beta blocker",https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/prescriptions-sotalol-both_sexes.tsv.bgz.tbi,1084,452,535,EUR,1,,,,,947,,,,,,419584,,,,,,0.23743,,,,,,1.0063,,prescriptions-sotalol-both_sexes.tsv.bgz,prescriptions-sotalol-both_sexes.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/prescriptions-sotalol-both_sexes.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/prescriptions-sotalol-both_sexes.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/prescriptions-sotalol-both_sexes.tsv.bgz.tbi,536883566,1751434,d0630e04aa55216d6d376aea95613765,7d9564b7f5bacd3242e5c74b98ba6c1a,PR_sotalol_h0.23743_n1084,,0,PR_sotalol_h0.23743,1.04,h2_z_insignificant,,0.0034,I48_I49,Sotalol 40mg tablets,44,1,Sotalol 40mg tablets,0204000T0AAABAB,1.08E+15,AF/Arrythmia
categorical,20003,both_sexes,1140866280,,Treatment/medication code,Code for treatment Negative codes indicate free-text entry.,bumetanide,UK Biobank Assessment Centre > Verbal interview > Medications,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-20003-both_sexes-1140866280.tsv.bgz.tbi,378,185,193,EUR,1,,,,,333,,,,,,420140,,,,,,0.2057,,,,,,0.98998,,categorical-20003-both_sexes-1140866280.tsv.bgz,categorical-20003-both_sexes-1140866280.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-20003-both_sexes-1140866280.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-20003-both_sexes-1140866280.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-20003-both_sexes-1140866280.tsv.bgz.tbi,525028665,1750785,a6fdc7c643882f966f9ed2d971d22a5e,65b90cd63c37c4653743743ec8c3c06a,CA_Medications_h0.20570_n378,,0,CA_PR_bumetanide_h0.20570,1,h2_z_insignificant,,-0.0017,I50,Bumetanide 5mg tablets,56,0,Bumetanide 5mg tablets,0202020D0AAAFAF,1.06E+15,Heart Failure
categorical,20003,both_sexes,1140909708,,Treatment/medication code,Code for treatment Negative codes indicate free-text entry.,furosemide,UK Biobank Assessment Centre > Verbal interview > Medications,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-20003-both_sexes-1140909708.tsv.bgz.tbi,3595,1770,1825,"CSA,EUR",2,,,68,,3203,,,,8781,,417270,,,,0,,0.1291,,,,1.0348,,1.0477,,categorical-20003-both_sexes-1140909708.tsv.bgz,categorical-20003-both_sexes-1140909708.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-20003-both_sexes-1140909708.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-20003-both_sexes-1140909708.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-20003-both_sexes-1140909708.tsv.bgz.tbi,1107729075,1931269,f1e4dacfa418b516c5cef4fc24970851,d037c832f443b9bb934816647ced46c0,CA_PR_furosemide_h0.12910_n3595,,0,CA_PR_furosemide_h0.12910,1.07,h2_z_insignificant,,0.0056,I50,Furosemide 20mg tablets,55,1,Furosemide 20mg tablets,0202020L0AABBBB,4.33E+15,
categorical,20003,both_sexes,1140866116,,Treatment/medication code,Code for treatment Negative codes indicate free-text entry.,frusemide,UK Biobank Assessment Centre > Verbal interview > Medications,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-20003-both_sexes-1140866116.tsv.bgz.tbi,835,435,400,EUR,1,,,,,717,,,,,,419756,,,,,,0.19385,,,,,,1.0111,,categorical-20003-both_sexes-1140866116.tsv.bgz,categorical-20003-both_sexes-1140866116.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-20003-both_sexes-1140866116.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-20003-both_sexes-1140866116.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-20003-both_sexes-1140866116.tsv.bgz.tbi,533947776,1751605,53925c803a80c75eca8865497482129b,6a390549f5b94766babb2af0f8b16f20,CA_Medications_h0.19385_n835,,0,CA_PR_frusemide_h0.19385,1.02,h2_z_insignificant,,0.0018,I50,Nitrous oxide,55,0,Nitrous oxide,,1.46E+16,Heart Failure
prescriptions,sodium/potassium transporter inhibitor|heart failure,both_sexes,,,,,sodium/potassium transporter inhibitor|heart failure,,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/prescriptions-sodium_potassium_transporter_inhibitor|heart_failure-both_sexes.tsv.bgz.tbi,1816,568,1098,EUR,1,,,,,1600,,,,,,418931,,,,,,0.22055,,,,,,1.0212,,prescriptions-sodium_potassium_transporter_inhibitor|heart_failure-both_sexes.tsv.bgz,prescriptions-sodium_potassium_transporter_inhibitor|heart_failure-both_sexes.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/prescriptions-sodium_potassium_transporter_inhibitor|heart_failure-both_sexes.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/prescriptions-sodium_potassium_transporter_inhibitor|heart_failure-both_sexes.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/prescriptions-sodium_potassium_transporter_inhibitor|heart_failure-both_sexes.tsv.bgz.tbi,540992370,1752036,89a024fb8f057ba968815fae31598a71,aac5f28ca3a1875112b1f44d43750854,PR_sodium_potassium_transporter_inhibitor_heart_failure_h0.22055_n1816,T86.32,0,PR_sodium_potassium_transporter_inhibitor_heart_failure_h0.22055,1.03,h2_z_insignificant,,0.0036,I50,Potassium citrate mixture,52,1,Potassium citrate mixture,0704030G0AAAAAA,3.18E+15,HF
prescriptions,amiloride/furosemide,both_sexes,,,,,amiloride/furosemide,"combination diuretic,diuretic",https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/prescriptions-amiloride_furosemide-both_sexes.tsv.bgz.tbi,924,487,349,EUR,1,,,,,800,,,,,,419731,,,,,,0.072565,,,,,,1.02,,prescriptions-amiloride_furosemide-both_sexes.tsv.bgz,prescriptions-amiloride_furosemide-both_sexes.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/prescriptions-amiloride_furosemide-both_sexes.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/prescriptions-amiloride_furosemide-both_sexes.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/prescriptions-amiloride_furosemide-both_sexes.tsv.bgz.tbi,534895951,1751645,e6fa482c5cab6e7f640a1c14cb3d71d7,56b689446da26f2327c8e823f3b78278,PR_amiloride_furosemide_h0.07257_n924,,0,PR_amiloride_furosemide_h0.07257_I50,1.02,h2_z_insignificant,,0.0055,I50_I10,Ammonium chloride powder,50,1,Ammonium chloride powder,190400000AAHEHE,5.14E+15,HF/HTN
prescriptions,combination diuretic|diuretic,both_sexes,,,,,combination diuretic|diuretic,,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/prescriptions-combination_diuretic|diuretic-both_sexes.tsv.bgz.tbi,924,487,349,EUR,1,,,,,800,,,,,,419731,,,,,,0.072685,,,,,,1.0126,,prescriptions-combination_diuretic|diuretic-both_sexes.tsv.bgz,prescriptions-combination_diuretic|diuretic-both_sexes.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/prescriptions-combination_diuretic|diuretic-both_sexes.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/prescriptions-combination_diuretic|diuretic-both_sexes.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/prescriptions-combination_diuretic|diuretic-both_sexes.tsv.bgz.tbi,535033789,1751710,ad5d38c03560bec72b18b68692701316,bb6a89f0b1a1cc8ce47039690a72a641,PR_combination_diuretic_diuretic_h0.07268_n924,T50.1X1A,0,PR_combination_diuretic_diuretic_h0.07268_I50,1.02,h2_z_insignificant,,0.0055,I50_I10,Auto inflation device,56,1,Auto inflation device,21012300100,2.87E+15,HF/HTN
prescriptions,bendrofluazide,both_sexes,,,,,bendrofluazide,"thiazide diuretic,diuretic",https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/prescriptions-bendrofluazide-both_sexes.tsv.bgz.tbi,762,394,275,EUR,1,,,,,630,,,,,,419901,,,,,,0.22754,,,,,,1.0019,,prescriptions-bendrofluazide-both_sexes.tsv.bgz,prescriptions-bendrofluazide-both_sexes.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/prescriptions-bendrofluazide-both_sexes.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/prescriptions-bendrofluazide-both_sexes.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/prescriptions-bendrofluazide-both_sexes.tsv.bgz.tbi,532755818,1751266,ea24386901fc3eb31a747a15a988b391,f0b01c9f7a811f912fffddbe5dfbba57,PR_bendrofluazide_h0.22754_n762,,0,PR_bendrofluazide_h0.22754_I50,1.01,h2_z_insignificant,,-0.003,I50_I10,Bendroflumethiazide 5mg tablets,58,1,Bendroflumethiazide 5mg tablets,0202010B0AAACAC,1.01E+15,HF/HTN
prescriptions,furosemide,both_sexes,,,,,furosemide,"loop diuretic,diuretic",https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/prescriptions-furosemide-both_sexes.tsv.bgz.tbi,11651,5951,4598,"AFR,EUR",2,106,,,,9895,,6530,,,,410636,,0.0623,,,,0.10327,,0.99525,,,,1.0922,,prescriptions-furosemide-both_sexes.tsv.bgz,prescriptions-furosemide-both_sexes.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/prescriptions-furosemide-both_sexes.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/prescriptions-furosemide-both_sexes.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/prescriptions-furosemide-both_sexes.tsv.bgz.tbi,1324214173,1975024,1b3d91bac61057a20d656bcb1d7e3469,7f77194c8faa7be576ec1d7527838ecd,PR_furosemide_h0.10327_n11651,,0,PR_furosemide_h0.10327,1.07,not_EUR_plus_1,,0.0146,I50_I10,Furosemide 20mg tablets,55,1,Furosemide 20mg tablets,0202020L0AABBBB,4.33E+15,
prescriptions,budesonide,both_sexes,,,,,budesonide,corticosteroid,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/prescriptions-budesonide-both_sexes.tsv.bgz.tbi,1552,881,521,EUR,1,,,,,1322,,,,,,419209,,,,,,0.119,,,,,,1.0093,,prescriptions-budesonide-both_sexes.tsv.bgz,prescriptions-budesonide-both_sexes.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/prescriptions-budesonide-both_sexes.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/prescriptions-budesonide-both_sexes.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/prescriptions-budesonide-both_sexes.tsv.bgz.tbi,539733726,1751720,f70597ae7cc9170a8676ce9d61d41728,705ae9827a086f0c998fcfbcec49c804,PR_budesonide_h0.11900_n1552,,0,PR_budesonide_h0.11900_I50,1.01,h2_z_insignificant,,-0.0012,I50_I10,Nitrous oxide,52,1,Nitrous oxide,,1.46E+16,Asthma
categorical,20003,both_sexes,1141145668,,Treatment/medication code,Code for treatment Negative codes indicate free-text entry.,diovan 40mg capsule,UK Biobank Assessment Centre > Verbal interview > Medications,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-20003-both_sexes-1141145668.tsv.bgz.tbi,485,244,241,EUR,1,,,,,410,,,,,,420063,,,,,,0.065753,,,,,,1.0062,,categorical-20003-both_sexes-1141145668.tsv.bgz,categorical-20003-both_sexes-1141145668.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-20003-both_sexes-1141145668.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-20003-both_sexes-1141145668.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-20003-both_sexes-1141145668.tsv.bgz.tbi,527818776,1750959,58a877377ad0d9adb0dabeaa5b10e6af,2a19f7c26e72e852c54cee817f0639ac,CA_Medications_h0.06575_n485,S43.421A,0,CA_PR_diovan_40mg_capsule_h0.06575,1.04,h2_z_insignificant,,0.0029,I50_I10,Riboflavin 40mg capsules,79,1,Riboflavin 40mg capsules,090602500BBBIA0,1.10E+16,HF/Hypertension
categorical,20003,both_sexes,1141171152,,Treatment/medication code,Code for treatment Negative codes indicate free-text entry.,cardicor 1.25mg tablet,UK Biobank Assessment Centre > Verbal interview > Medications,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-20003-both_sexes-1141171152.tsv.bgz.tbi,441,153,288,EUR,1,,,,,374,,,,,,420099,,,,,,0.080003,,,,,,0.99825,,categorical-20003-both_sexes-1141171152.tsv.bgz,categorical-20003-both_sexes-1141171152.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-20003-both_sexes-1141171152.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-20003-both_sexes-1141171152.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-20003-both_sexes-1141171152.tsv.bgz.tbi,526623421,1750626,c0013d724a1202580c8a413377b4f4f5,073e2d53dc7c75b5923e26bfd3726288,CA_Medications_h0.08000_n441,,0,CA_PR_cardicor_125mg_tablet_h0..08000,0.974,h2_z_insignificant,,0.0015,I50_I48,Carvedilol 6.25mg tablets,77,0,Carvedilol 6.25mg tablets,020400080AAAFAF,1.17E+15,HF/AF
categorical,20003,both_sexes,1140866236,,Treatment/medication code,Code for treatment Negative codes indicate free-text entry.,spironolactone,UK Biobank Assessment Centre > Verbal interview > Medications,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-20003-both_sexes-1140866236.tsv.bgz.tbi,877,358,519,EUR,1,,,,,778,,,,,,419695,,,,,,0.096873,,,,,,0.9794,,categorical-20003-both_sexes-1140866236.tsv.bgz,categorical-20003-both_sexes-1140866236.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-20003-both_sexes-1140866236.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-20003-both_sexes-1140866236.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-20003-both_sexes-1140866236.tsv.bgz.tbi,534998154,1751823,3bbdc5d1334afb4664298c12330f99d8,3cb0bee3d386cdb239243c79aaa16d92,CA_Medications_h0.09687_n877,,0,CA_PR_spironolactone_h0.09687,1.01,h2_z_insignificant,,0.0023,I50_K74_I10,Spironolactone 25mg tablets,63,1,Spironolactone 25mg tablets,0202030S0AAATAT,1.05E+15,HF/Cirrhosis/HTN
prescriptions,spironolactone,both_sexes,,,,,spironolactone,"aldosterone antagonist,potassium-sparing diuretic,anti-hypertensive",https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/prescriptions-spironolactone-both_sexes.tsv.bgz.tbi,1685,585,918,EUR,1,,,,,1414,,,,,,419117,,,,,,0.095267,,,,,,1.0075,,prescriptions-spironolactone-both_sexes.tsv.bgz,prescriptions-spironolactone-both_sexes.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/prescriptions-spironolactone-both_sexes.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/prescriptions-spironolactone-both_sexes.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/prescriptions-spironolactone-both_sexes.tsv.bgz.tbi,540350896,1752063,e9df8c9614c0c33779e11be6aee36294,85f518eeb2ae725c44ce773689444e23,PR_spironolactone_h0.09527_n1685,,0,PR_spironolactone_h0.09527_I48,0.997,h2_z_insignificant,,0.0002,I50_K74_I10,Spironolactone 25mg tablets,63,0,Spironolactone 25mg tablets,0202030S0AAATAT,1.05E+15,HF/Cirrhosis/HTN
categorical,20003,both_sexes,1141180226,,Treatment/medication code,Code for treatment Negative codes indicate free-text entry.,amoxicillin,UK Biobank Assessment Centre > Verbal interview > Medications,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-20003-both_sexes-1141180226.tsv.bgz.tbi,384,193,191,EUR,1,,,,,331,,,,,,420142,,,,,,0.11085,,,,,,0.98755,,categorical-20003-both_sexes-1141180226.tsv.bgz,categorical-20003-both_sexes-1141180226.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-20003-both_sexes-1141180226.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-20003-both_sexes-1141180226.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-20003-both_sexes-1141180226.tsv.bgz.tbi,525293807,1751310,3ec057d0ee399dff3cfb883b443cb5e3,03539f5fc4d5597685941b7e3198791a,CA_Medications_h0.11085_n384,Z16.11,0,CA_PR_amoxicillin_h0.11085,1.01,h2_z_insignificant,,0.0019,J06,Amoxicillin 250mg capsules,54,0,Amoxicillin 250mg capsules,0501013B0AAAAAA,1.23E+15,Acute URTI NOS
categorical,20003,both_sexes,1141192916,,Treatment/medication code,Code for treatment Negative codes indicate free-text entry.,rino clenil 50micrograms nasal spray,UK Biobank Assessment Centre > Verbal interview > Medications,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-20003-both_sexes-1141192916.tsv.bgz.tbi,918,536,382,EUR,1,,,,,818,,,,,,419655,,,,,,0.11745,,,,,,1.0236,,categorical-20003-both_sexes-1141192916.tsv.bgz,categorical-20003-both_sexes-1141192916.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-20003-both_sexes-1141192916.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-20003-both_sexes-1141192916.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-20003-both_sexes-1141192916.tsv.bgz.tbi,535656022,1751355,c361f9c9386ca7aaf97f7cbe0eb3588c,8352dbbc01e7514de313460c3ae6fcd7,CA_Medications_h0.11745_n918,R09.81,0,CA_PR_rino_clenil_50micrograms_nasal_spray_h0.11745,1.04,h2_z_insignificant,,-0.0001,J31,Triamcinolone 55micrograms/dose nasal spray,76,0,Triamcinolone 55micrograms/dose nasal spray,1202010T0AAAAAA,1.52E+16,Allergic Rhinitis
categorical,20003,both_sexes,1140876136,,Treatment/medication code,Code for treatment Negative codes indicate free-text entry.,beconase 50micrograms nasal spray,UK Biobank Assessment Centre > Verbal interview > Medications,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-20003-both_sexes-1140876136.tsv.bgz.tbi,3136,1704,1432,EUR,1,,,,,2785,,,,,,417688,,,,,,0.076121,,,,,,1.0369,,categorical-20003-both_sexes-1140876136.tsv.bgz,categorical-20003-both_sexes-1140876136.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-20003-both_sexes-1140876136.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-20003-both_sexes-1140876136.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-20003-both_sexes-1140876136.tsv.bgz.tbi,544562591,1751991,689e983f1bfa8ead6fab3d79036fd577,797e61260c2858e3e26b39eeded86d94,CA_Medications_h0.07612_n3136,R09.81,0,CA_PR_beconase_50micrograms_nasal_spray_h0.07612,1.05,h2_z_insignificant,,0.0041,J31_J45,Nicotine 500micrograms/dose nasal spray,81,0,Nicotine 500micrograms/dose nasal spray,0410020B0AAANAN,1.26E+15,Allergic Rhinitis/Hypersensitivity/Asthma associated
