trait_type,phenocode,pheno_sex,coding,modifier,description,description_more,coding_description,category,aws_link_tabix,n_cases_full_cohort_both_sexes,n_cases_full_cohort_females,n_cases_full_cohort_males,pops,num_pops,n_cases_AFR,n_cases_AMR,n_cases_CSA,n_cases_EAS,n_cases_EUR,n_cases_MID,n_controls_AFR,n_controls_AMR,n_controls_CSA,n_controls_EAS,n_controls_EUR,n_controls_MID,saige_heritability_AFR,saige_heritability_AMR,saige_heritability_CSA,saige_heritability_EAS,saige_heritability_EUR,saige_heritability_MID,lambda_gc_AFR,lambda_gc_AMR,lambda_gc_CSA,lambda_gc_EAS,lambda_gc_EUR.x,lambda_gc_MID,filename,filename_tabix,aws_link,wget,wget_tabix,size_in_bytes,size_in_bytes_tabix,md5_hex,md5_hex_tabix,phenocode_annotate_lst,ICD10_code,to_remove,new_pheno_annot,lambda_gc_EUR.y,phenotype_qc_EUR,pops_pass_qc,sldsc_25bin_h2_observed_EUR,ICD10_code_new,similar_phenocode,score,to_remove_dups
categorical,41200,both_sexes,D282,,Operative procedures - main OPCS4,"This field is a summary of the main operation and procedure codes a participant has had recorded across all their hospital inpatient records. Operative procedures are coded according to the Office of Population Censuses and Surveys Classification of Interventions and Procedures, version 4 (OPCS-4).  The corresponding date when each main procedure was first recorded in the inpatient data can be found in ~F41260~.",D28.2 Examination of ear under anaesthetic,Health-related outcomes > Hospital inpatient > Summary Operations,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-41200-both_sexes-D282.tsv.bgz.tbi,317,159,158,EUR,1,,,,,293,,,,,,420238,,,,,,0.12185,,,,,,0.99613,,categorical-41200-both_sexes-D282.tsv.bgz,categorical-41200-both_sexes-D282.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-41200-both_sexes-D282.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-41200-both_sexes-D282.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-41200-both_sexes-D282.tsv.bgz.tbi,523489387,1750654,69551df2aa9bbc554357ecc947d3ae4c,48f9e4ef23a72f810c3d15e0158bc542,CA_Summary_Operations_h0.12185_n317,Z01.10,0,CA_Examination_of_ear_under_anaesthetic_h0.12185,0.995,h2_z_insignificant,,0.0039,not_found,H44.4 Examination of rectum under anaesthetic,83,0
categorical,41200,both_sexes,E031,,Operative procedures - main OPCS4,"This field is a summary of the main operation and procedure codes a participant has had recorded across all their hospital inpatient records. Operative procedures are coded according to the Office of Population Censuses and Surveys Classification of Interventions and Procedures, version 4 (OPCS-4).  The corresponding date when each main procedure was first recorded in the inpatient data can be found in ~F41260~.",E03.1 Submucous excision of septum of nose,Health-related outcomes > Hospital inpatient > Summary Operations,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-41200-both_sexes-E031.tsv.bgz.tbi,709,252,457,EUR,1,,,,,635,,,,,,419896,,,,,,0.058206,,,,,,0.99029,,categorical-41200-both_sexes-E031.tsv.bgz,categorical-41200-both_sexes-E031.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-41200-both_sexes-E031.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-41200-both_sexes-E031.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-41200-both_sexes-E031.tsv.bgz.tbi,532927775,1751416,30bc5b021128de2af188364b85a892d6,81e4af8a5508debc28d9e165bd48ba54,CA_Summary_Operations_h0.05821_n709,T20.04XA,0,CA_Submucous_excision_of_septum_of_nose_h0.05821,0.987,h2_z_insignificant,,-0.0018,not_found,E04.2 Excision of turbinate of nose NEC,62,0
categorical,41200,both_sexes,E042,,Operative procedures - main OPCS4,"This field is a summary of the main operation and procedure codes a participant has had recorded across all their hospital inpatient records. Operative procedures are coded according to the Office of Population Censuses and Surveys Classification of Interventions and Procedures, version 4 (OPCS-4).  The corresponding date when each main procedure was first recorded in the inpatient data can be found in ~F41260~.",E04.2 Excision of turbinate of nose NEC,Health-related outcomes > Hospital inpatient > Summary Operations,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-41200-both_sexes-E042.tsv.bgz.tbi,399,178,221,EUR,1,,,,,346,,,,,,420185,,,,,,0.11492,,,,,,1.0089,,categorical-41200-both_sexes-E042.tsv.bgz,categorical-41200-both_sexes-E042.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-41200-both_sexes-E042.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-41200-both_sexes-E042.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-41200-both_sexes-E042.tsv.bgz.tbi,525221121,1751102,6dc2cd25a00bf07e3a9fb2b5304b2bff,82e45aecb6fe302a0d93db6798b94140,CA_Summary_Operations_h0.11492_n399,S00.33,0,CA_Excision_of_turbinate_of_nose_NEC_h0.11492,1.01,h2_z_insignificant,,-0.0023,not_found,H48.2 Excision of skin tag of anus,68,0
categorical,41200,both_sexes,E081,,Operative procedures - main OPCS4,"This field is a summary of the main operation and procedure codes a participant has had recorded across all their hospital inpatient records. Operative procedures are coded according to the Office of Population Censuses and Surveys Classification of Interventions and Procedures, version 4 (OPCS-4).  The corresponding date when each main procedure was first recorded in the inpatient data can be found in ~F41260~.",E08.1 Polypectomy of internal nose,Health-related outcomes > Hospital inpatient > Summary Operations,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-41200-both_sexes-E081.tsv.bgz.tbi,2566,820,1746,EUR,1,,,,,2281,,,,,,418250,,,,,,0.12774,,,,,,1.0731,,categorical-41200-both_sexes-E081.tsv.bgz,categorical-41200-both_sexes-E081.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-41200-both_sexes-E081.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-41200-both_sexes-E081.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-41200-both_sexes-E081.tsv.bgz.tbi,542894890,1751975,e3c7a19d3e3c36e6d1d7814955643954,b0a0cbc8253ff176628eaa88f6288a4e,CA_Summary_Operations_h0.12774_n2566,J34.0,0,CA_Polypectomy_of_internal_nose_h0.12774,1.03,h2_z_insignificant,,0.0078,not_found,E08.2 Extirpation of lesion of internal nose NEC,63,0
categorical,41200,both_sexes,E082,,Operative procedures - main OPCS4,"This field is a summary of the main operation and procedure codes a participant has had recorded across all their hospital inpatient records. Operative procedures are coded according to the Office of Population Censuses and Surveys Classification of Interventions and Procedures, version 4 (OPCS-4).  The corresponding date when each main procedure was first recorded in the inpatient data can be found in ~F41260~.",E08.2 Extirpation of lesion of internal nose NEC,Health-related outcomes > Hospital inpatient > Summary Operations,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-41200-both_sexes-E082.tsv.bgz.tbi,295,143,152,EUR,1,,,,,249,,,,,,420282,,,,,,0.13864,,,,,,1.0117,,categorical-41200-both_sexes-E082.tsv.bgz,categorical-41200-both_sexes-E082.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-41200-both_sexes-E082.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-41200-both_sexes-E082.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-41200-both_sexes-E082.tsv.bgz.tbi,520520639,1750519,4be15d15d10cf9ada0254d1a755d9b7b,5d265d9dd5fcec76524c04434f62c967,CA_Summary_Operations_h0.13864_n295,J34.0,0,CA_Extirpation_of_lesion_of_internal_nose_NEC_h0.13864,1.01,h2_z_insignificant,,0.002,not_found,E09.1 Excision of lesion of external nose,79,0
categorical,41200,both_sexes,E091,,Operative procedures - main OPCS4,"This field is a summary of the main operation and procedure codes a participant has had recorded across all their hospital inpatient records. Operative procedures are coded according to the Office of Population Censuses and Surveys Classification of Interventions and Procedures, version 4 (OPCS-4).  The corresponding date when each main procedure was first recorded in the inpatient data can be found in ~F41260~.",E09.1 Excision of lesion of external nose,Health-related outcomes > Hospital inpatient > Summary Operations,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-41200-both_sexes-E091.tsv.bgz.tbi,3604,1970,1634,EUR,1,,,,,3364,,,,,,417167,,,,,,0.068141,,,,,,1.0316,,categorical-41200-both_sexes-E091.tsv.bgz,categorical-41200-both_sexes-E091.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-41200-both_sexes-E091.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-41200-both_sexes-E091.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-41200-both_sexes-E091.tsv.bgz.tbi,545285168,1751790,0e1f90fe41a8e061d6815a7862c83d2c,26d4d7c15da5db543f85c17600821c40,CA_Summary_Operations_h0.06814_n3604,J34.0,0,CA_Excision_of_lesion_of_external_nose_h0.06814,1.04,h2_z_insignificant,,0.0051,not_found,D02.1 Excision of lesion of external ear,89,0
categorical,41200,both_sexes,E133,,Operative procedures - main OPCS4,"This field is a summary of the main operation and procedure codes a participant has had recorded across all their hospital inpatient records. Operative procedures are coded according to the Office of Population Censuses and Surveys Classification of Interventions and Procedures, version 4 (OPCS-4).  The corresponding date when each main procedure was first recorded in the inpatient data can be found in ~F41260~.",E13.3 Intranasal antrostomy,Health-related outcomes > Hospital inpatient > Summary Operations,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-41200-both_sexes-E133.tsv.bgz.tbi,687,383,304,EUR,1,,,,,611,,,,,,419920,,,,,,0.083381,,,,,,1.0083,,categorical-41200-both_sexes-E133.tsv.bgz,categorical-41200-both_sexes-E133.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-41200-both_sexes-E133.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-41200-both_sexes-E133.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-41200-both_sexes-E133.tsv.bgz.tbi,532854273,1751516,1d14f812461ad40bbd97a3474603fdb8,ff588154c488b86ca5641f6a15f04572,CA_Summary_Operations_h0.08338_n687,E13.3,0,CA_Intranasal_antrostomy_h0.08338,1.01,h2_z_insignificant,,-0.0009,not_found,E14.2 Intranasal ethmoidectomy,74,0
categorical,41200,both_sexes,E136,,Operative procedures - main OPCS4,"This field is a summary of the main operation and procedure codes a participant has had recorded across all their hospital inpatient records. Operative procedures are coded according to the Office of Population Censuses and Surveys Classification of Interventions and Procedures, version 4 (OPCS-4).  The corresponding date when each main procedure was first recorded in the inpatient data can be found in ~F41260~.",E13.6 Puncture of maxillary antrum,Health-related outcomes > Hospital inpatient > Summary Operations,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-41200-both_sexes-E136.tsv.bgz.tbi,267,164,103,EUR,1,,,,,240,,,,,,420291,,,,,,0.26661,,,,,,1.0091,,categorical-41200-both_sexes-E136.tsv.bgz,categorical-41200-both_sexes-E136.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-41200-both_sexes-E136.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-41200-both_sexes-E136.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-41200-both_sexes-E136.tsv.bgz.tbi,520379764,1750433,c4cef8e60af2ed4e1056a6a107e790ac,b4a4db83a9f8a62d04b791561c3e5d63,CA_Summary_Operations_h0.26661_n267,C31.0,0,CA_Puncture_of_maxillary_antrum_h0.26661,1.01,h2_z_insignificant,,0.0018,not_found,E13.3 Intranasal antrostomy,52,0
categorical,41200,both_sexes,E142,,Operative procedures - main OPCS4,"This field is a summary of the main operation and procedure codes a participant has had recorded across all their hospital inpatient records. Operative procedures are coded according to the Office of Population Censuses and Surveys Classification of Interventions and Procedures, version 4 (OPCS-4).  The corresponding date when each main procedure was first recorded in the inpatient data can be found in ~F41260~.",E14.2 Intranasal ethmoidectomy,Health-related outcomes > Hospital inpatient > Summary Operations,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-41200-both_sexes-E142.tsv.bgz.tbi,856,422,434,EUR,1,,,,,742,,,,,,419789,,,,,,0.17587,,,,,,1.0175,,categorical-41200-both_sexes-E142.tsv.bgz,categorical-41200-both_sexes-E142.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-41200-both_sexes-E142.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-41200-both_sexes-E142.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-41200-both_sexes-E142.tsv.bgz.tbi,534426624,1751433,436cd3025b1963f0dd3214028a16ac94,98a6a2292e628304e1bcb28f6930d5ab,CA_Summary_Operations_h0.17587_n856,Z23,0,CA_Intranasal_ethmoidectomy_h0.17587,1,h2_z_insignificant,,0.0042,not_found,E13.3 Intranasal antrostomy,74,0
categorical,41200,both_sexes,E253,,Operative procedures - main OPCS4,"This field is a summary of the main operation and procedure codes a participant has had recorded across all their hospital inpatient records. Operative procedures are coded according to the Office of Population Censuses and Surveys Classification of Interventions and Procedures, version 4 (OPCS-4).  The corresponding date when each main procedure was first recorded in the inpatient data can be found in ~F41260~.",E25.3 Diagnostic endoscopic examination of nasopharynx NEC,Health-related outcomes > Hospital inpatient > Summary Operations,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-41200-both_sexes-E253.tsv.bgz.tbi,867,421,446,EUR,1,,,,,744,,,,,,419787,,,,,,0.14935,,,,,,0.9949,,categorical-41200-both_sexes-E253.tsv.bgz,categorical-41200-both_sexes-E253.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-41200-both_sexes-E253.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-41200-both_sexes-E253.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-41200-both_sexes-E253.tsv.bgz.tbi,534326751,1751755,15bb0034f7cc049a5e4d724435e38aba,60d382ea4ae078bb2a1a683eb827f9fb,CA_Summary_Operations_h0.14935_n867,T81.504,0,CA_Diagnostic_endoscopic_examination_of_nasopharynx_NEC_h0.14935,0.983,h2_z_insignificant,,0.0004,not_found,E36.1 Diagnostic endoscopic examination of larynx and biopsy of lesion of larynx,67,0
categorical,41200,both_sexes,E361,,Operative procedures - main OPCS4,"This field is a summary of the main operation and procedure codes a participant has had recorded across all their hospital inpatient records. Operative procedures are coded according to the Office of Population Censuses and Surveys Classification of Interventions and Procedures, version 4 (OPCS-4).  The corresponding date when each main procedure was first recorded in the inpatient data can be found in ~F41260~.",E36.1 Diagnostic endoscopic examination of larynx and biopsy of lesion of larynx,Health-related outcomes > Hospital inpatient > Summary Operations,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-41200-both_sexes-E361.tsv.bgz.tbi,994,372,622,EUR,1,,,,,891,,,,,,419640,,,,,,0.080808,,,,,,0.98447,,categorical-41200-both_sexes-E361.tsv.bgz,categorical-41200-both_sexes-E361.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-41200-both_sexes-E361.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-41200-both_sexes-E361.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-41200-both_sexes-E361.tsv.bgz.tbi,535942955,1751806,9dc4f99b19e2e0a489999c59946ddcc4,17418bd46557a0103306cc94c25d0f1f,CA_Summary_Operations_h0.08081_n994,,0,CA_Diagnostic_endoscopic_examination_of_larynx_and_biopsy_of_lesion_of_larynx_h0.08081,1.03,h2_z_insignificant,,0.0038,not_found,E49.1 Diagnostic fibreoptic endoscopic examination of lower respiratory tract and biopsy of lesion of lower respiratory tract,72,0
categorical,41200,both_sexes,E423,,Operative procedures - main OPCS4,"This field is a summary of the main operation and procedure codes a participant has had recorded across all their hospital inpatient records. Operative procedures are coded according to the Office of Population Censuses and Surveys Classification of Interventions and Procedures, version 4 (OPCS-4).  The corresponding date when each main procedure was first recorded in the inpatient data can be found in ~F41260~.",E42.3 Temporary tracheostomy,Health-related outcomes > Hospital inpatient > Summary Operations,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-41200-both_sexes-E423.tsv.bgz.tbi,305,109,196,EUR,1,,,,,262,,,,,,420269,,,,,,0.17769,,,,,,0.98459,,categorical-41200-both_sexes-E423.tsv.bgz,categorical-41200-both_sexes-E423.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-41200-both_sexes-E423.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-41200-both_sexes-E423.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-41200-both_sexes-E423.tsv.bgz.tbi,521646589,1751108,43c5d11a7892f527a4deb12917bd1349,688650824d03f885ae926b98af9e3382,CA_Summary_Operations_h0.17769_n305,Z93.0,0,CA_Temporary_tracheostomy_h0.17769,0.989,h2_z_insignificant,,0.0002,not_found,T52.1 Palmar fasciectomy,54,0
categorical,41200,both_sexes,E491,,Operative procedures - main OPCS4,"This field is a summary of the main operation and procedure codes a participant has had recorded across all their hospital inpatient records. Operative procedures are coded according to the Office of Population Censuses and Surveys Classification of Interventions and Procedures, version 4 (OPCS-4).  The corresponding date when each main procedure was first recorded in the inpatient data can be found in ~F41260~.",E49.1 Diagnostic fibreoptic endoscopic examination of lower respiratory tract and biopsy of lesion of lower respiratory tract,Health-related outcomes > Hospital inpatient > Summary Operations,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-41200-both_sexes-E491.tsv.bgz.tbi,1567,753,814,EUR,1,,,,,1348,,,,,,419183,,,,,,0.10535,,,,,,1.0243,,categorical-41200-both_sexes-E491.tsv.bgz,categorical-41200-both_sexes-E491.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-41200-both_sexes-E491.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-41200-both_sexes-E491.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-41200-both_sexes-E491.tsv.bgz.tbi,539452689,1752063,a09248a03cc9fa62d03ecea2395fdf79,7b0d13f6038164f7cc9fdd162ba97922,CA_Summary_Operations_h0.10535_n1567,,0,CA_fibreoptic_endoscopic_examination_lower_respiratory_tract_biopsy_lesion_lower_respiratory_tract_h0.10535,0.997,h2_z_insignificant,,0.0067,not_found,E49.2 Diagnostic fibreoptic endoscopic examination of lower respiratory tract and lavage of lesion of lower respiratory tract,94,0
