trait_type,phenocode,pheno_sex,coding,modifier,description,description_more,coding_description,category,aws_link_tabix,n_cases_full_cohort_both_sexes,n_cases_full_cohort_females,n_cases_full_cohort_males,pops,num_pops,n_cases_AFR,n_cases_AMR,n_cases_CSA,n_cases_EAS,n_cases_EUR,n_cases_MID,n_controls_AFR,n_controls_AMR,n_controls_CSA,n_controls_EAS,n_controls_EUR,n_controls_MID,saige_heritability_AFR,saige_heritability_AMR,saige_heritability_CSA,saige_heritability_EAS,saige_heritability_EUR,saige_heritability_MID,lambda_gc_AFR,lambda_gc_AMR,lambda_gc_CSA,lambda_gc_EAS,lambda_gc_EUR.x,lambda_gc_MID,filename,filename_tabix,aws_link,wget,wget_tabix,size_in_bytes,size_in_bytes_tabix,md5_hex,md5_hex_tabix,phenocode_annotate_lst,ICD10_code,to_remove,new_pheno_annot,lambda_gc_EUR.y,phenotype_qc_EUR,pops_pass_qc,sldsc_25bin_h2_observed_EUR,ICD10_code_new,to_remove_dups,similar_phenocode,score
icd10,B35,both_sexes,,,B35 Dermatophytosis,truncated: true,B35 Dermatophytosis,Chapter I Certain infectious and parasitic diseases | B35-B49 Mycoses | B35 Dermatophytosis,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/icd10-B35-both_sexes.tsv.bgz.tbi,356,109,224,EUR,1,,,,,309,,,,,,420222,,,,,,0.11636,,,,,,0.95971,,icd10-B35-both_sexes.tsv.bgz,icd10-B35-both_sexes.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/icd10-B35-both_sexes.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/icd10-B35-both_sexes.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/icd10-B35-both_sexes.tsv.bgz.tbi,524142056,1751324,9b54a5b3e97a4e071f27ad22e2eb0449,bdf6f37300524af39e7613fe61a39041,IC_Dermatophytosis_h0.11636_n356,B35,0,IC_Dermatophytosis_h0.11636,1,h2_z_insignificant,,5.27E-05,B35,0,Dermatophytosis,88
phecode,110,both_sexes,,,Dermatophytosis / Dermatomycosis,,Dermatophytosis / Dermatomycosis,infectious diseases,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/phecode-110-both_sexes.tsv.bgz.tbi,430,140,257,EUR,1,,,,,369,,,,,,416798,,,,,,0.22433,,,,,,0.97151,,phecode-110-both_sexes.tsv.bgz,phecode-110-both_sexes.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/phecode-110-both_sexes.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/phecode-110-both_sexes.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/phecode-110-both_sexes.tsv.bgz.tbi,526368467,1751087,bf1fd7a63e449f5e9ecc17f12db618e8,ae84dc3f5a9467a1639e8df247d069b4,PH_Dermatophytosis___Dermatomycosis_h0.22433_n430,B35.9,0,PH_Dermatophytosis_Dermatomycosis_h0.22433,0.98,h2_z_insignificant,,-0.0009,B35,1,Dermatophytosis,64
phecode,117,both_sexes,,,Mycoses,,Mycoses,infectious diseases,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/phecode-117-both_sexes.tsv.bgz.tbi,390,171,188,EUR,1,,,,,342,,,,,,416798,,,,,,0.12636,,,,,,0.9531,,phecode-117-both_sexes.tsv.bgz,phecode-117-both_sexes.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/phecode-117-both_sexes.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/phecode-117-both_sexes.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/phecode-117-both_sexes.tsv.bgz.tbi,525398875,1751374,e12a07c87aec33fc4840284b4318c871,d8f7d6733904f07fe51eef10a81bdbff,PH_Mycoses_h0.12636_n390,B38,0,PH_Mycoses_h0.12636,1.01,h2_z_insignificant,,0.0025,B35,1,Acidosis,53
phecode,110.12,both_sexes,,,Althete's foot,,Althete's foot,infectious diseases,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/phecode-110.12-both_sexes.tsv.bgz.tbi,204,56,133,EUR,1,,,,,179,,,,,,416798,,,,,,0.21504,,,,,,0.98924,,phecode-110.12-both_sexes.tsv.bgz,phecode-110.12-both_sexes.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/phecode-110.12-both_sexes.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/phecode-110.12-both_sexes.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/phecode-110.12-both_sexes.tsv.bgz.tbi,514822536,1750427,c312152be01872ea490e544464c3280e,9d94820967ebab1438771fde9f2d982d,PH_Althete's_foot_h0.21504_n204,L02.62,0,PH_Althetes_foot_h0.21504,0.974,h2_z_insignificant,,0.0033,B35,1,Alzheimer's disease,48
icd10,B37,both_sexes,,,B37 Candidiasis,truncated: true,B37 Candidiasis,Chapter I Certain infectious and parasitic diseases | B35-B49 Mycoses | B37 Candidiasis,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/icd10-B37-both_sexes.tsv.bgz.tbi,3489,1828,1408,"AFR,CSA,EUR",3,60,,63,,3055,,6576,,8813,,417476,,0.15925,,0.0566,,0.080776,,0.98723,,0.98961,,1.0196,,icd10-B37-both_sexes.tsv.bgz,icd10-B37-both_sexes.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/icd10-B37-both_sexes.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/icd10-B37-both_sexes.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/icd10-B37-both_sexes.tsv.bgz.tbi,1573268756,2047093,caeefa77412c1938dcff42c5c8028124,a136022aa6b894b1fe52b3f347db3f64,IC_Candidiasis_h0.08078_n3489,B37,0,IC_Candidiasis_h0.08078,1.02,h2_z_insignificant,,0.0009,B37,0,Candidiasis,85
phecode,580.2,both_sexes,,,Nephrotic syndrome without mention of glomerulonephritis,,Nephrotic syndrome without mention of glomerulonephritis,genitourinary,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/phecode-580.2-both_sexes.tsv.bgz.tbi,796,269,462,"CSA,EUR",2,,,50,,621,,,,8354,,401927,,,,0.13406,,0.089215,,,,1.0082,,1.0049,,phecode-580.2-both_sexes.tsv.bgz,phecode-580.2-both_sexes.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/phecode-580.2-both_sexes.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/phecode-580.2-both_sexes.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/phecode-580.2-both_sexes.tsv.bgz.tbi,1042818062,1920341,8d8be5adeb8b4581904e42a9a961195e,848e97e4af263300dff3b8e5d6cacb69,PH_Nephrotic_syndrome_without_mention_of_glomerulonephritis_h0.08922_n796,N04.2,0,PH_Nephrotic_syndrome_without_mention_of_glomerulonephritis_h0.08922,1,h2_z_insignificant,,-0.0003,B52.0-N04-N04.7-N04.8-N04.9-N08.1-N08.2-N08.3-N08.4-N08.5-N08.8,0,Nephritis and nephropathy without mention of glomerulonephritis,84
categorical,20002,both_sexes,1441,,"Non-cancer illness code, self-reported","Code for non-cancer illness. If the participant was uncertain of the type of illness they had had, then they described it to the interviewer (a trained nurse) who attempted to place it within the coding tree. If the illness could not be located in the coding tree then the interviewer entered a free-text description of it. These free-text descriptions were subsequently examined by a doctor and, where possible, matched to entries in the coding tree. Free-text descriptions which could not be matched with very high probability have been marked as ""unclassifiable"".   Note that myasthenia gravis appears twice (under codes 1260 and 1437). Please ensure you use both codes to capture all relevant diagnoses.",malaria,UK Biobank Assessment Centre > Verbal interview > Medical conditions,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-20002-both_sexes-1441.tsv.bgz.tbi,644,241,403,EUR,1,,,,,483,,,,,,419990,,,,,,0.1668,,,,,,1.0183,,categorical-20002-both_sexes-1441.tsv.bgz,categorical-20002-both_sexes-1441.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-20002-both_sexes-1441.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-20002-both_sexes-1441.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-20002-both_sexes-1441.tsv.bgz.tbi,530066078,1751057,e48bd15747211e7a50f9c8f37daa1a32,6a4834410c8125469806f3f3792ab0fa,CA_Medical_conditions_h0.16680_n644,B52.9,0,CA_malaria_h0.16680,0.983,h2_z_insignificant,,-0.0006,B54,0,Umbilical hernia,52
phecode,480,both_sexes,,,Pneumonia,,Pneumonia,respiratory,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/phecode-480-both_sexes.tsv.bgz.tbi,15947,6426,8370,"AFR,CSA,EAS,EUR",4,203,,300,50,14054,,6423,,8556,2654,405999,,0.10298,,0.0104,0.1296,0.061036,,1.0051,,1.0425,1.0428,1.0542,,phecode-480-both_sexes.tsv.bgz,phecode-480-both_sexes.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/phecode-480-both_sexes.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/phecode-480-both_sexes.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/phecode-480-both_sexes.tsv.bgz.tbi,1881771450,2127869,2a1218c454440798a753e3c28439386e,1fd285d0b5e90f00c8d280f7cf4fb234,PH_Pneumonia_h0.06104_n15947,J15.0,0,PH_Pneumonia_h0.06104,1.02,h2_z_insignificant,,0.0043,B58.3-J10.0-J11.0-J16.8-J17.2-J18-J18.8-J18.9,0,anaemia,62
icd10,B95,both_sexes,,,B95 Streptococcus and staphylococcus as the cause of diseases classified to other chapters,truncated: true,B95 Streptococcus and staphylococcus as the cause of diseases classified to other chapters,"Chapter I Certain infectious and parasitic diseases | B95-B98 Bacterial, viral and other infectious agents | B95 Streptococcus and staphylococcus as the cause of diseases classified to other chapters",https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/icd10-B95-both_sexes.tsv.bgz.tbi,5726,2277,2994,"AFR,CSA,EUR",3,81,,99,,5009,,6555,,8777,,415522,,0.0652,,0.0838,,0.058499,,0.9963,,1.024,,1.0226,,icd10-B95-both_sexes.tsv.bgz,icd10-B95-both_sexes.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/icd10-B95-both_sexes.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/icd10-B95-both_sexes.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/icd10-B95-both_sexes.tsv.bgz.tbi,1606675943,2052409,8bbc557568dfb13d4acb64f9b1863d3d,367276fddabca64b73dcc9bd2c38379d,IC_Streptococcus_and_staphylococcus_as_the_cause_of_diseases_classified_to_other_chapters_h0.05850_n5726,B95,0,IC_Streptococcus_and_staphylococcush0.05850,1.06,h2_z_insignificant,,0.0026,B95,0,B97 Viral agents as the cause of diseases classified to other chapters,79
icd10,B97,both_sexes,,,B97 Viral agents as the cause of diseases classified to other chapters,truncated: true,B97 Viral agents as the cause of diseases classified to other chapters,"Chapter I Certain infectious and parasitic diseases | B95-B98 Bacterial, viral and other infectious agents | B97 Viral agents as the cause of diseases classified to other chapters",https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/icd10-B97-both_sexes.tsv.bgz.tbi,743,506,171,EUR,1,,,,,639,,,,,,419892,,,,,,0.056515,,,,,,1.0232,,icd10-B97-both_sexes.tsv.bgz,icd10-B97-both_sexes.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/icd10-B97-both_sexes.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/icd10-B97-both_sexes.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/icd10-B97-both_sexes.tsv.bgz.tbi,533276101,1751801,fb4784a62800fe919ec372ac46f6cd47,df81c434d9f91b19ee7efe0c7f46f217,IC_Viral_agents_as_the_cause_of_diseases_classified_to_other_chapters_h0.05651_n743,B97,0,IC_Viral_agents_as_the_cause_of_diseases_classified_to_other_chapters_h0.05651,1.02,h2_z_insignificant,,0.0003,B97,0,B98 Other specified infectious agents as the cause of diseases classified to other chapters,81
icd10,B98,both_sexes,,,B98 Other specified infectious agents as the cause of diseases classified to other chapters,truncated: true,B98 Other specified infectious agents as the cause of diseases classified to other chapters,"Chapter I Certain infectious and parasitic diseases | B95-B98 Bacterial, viral and other infectious agents | B98 Other specified infectious agents as the cause of diseases classified to other chapters",https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/icd10-B98-both_sexes.tsv.bgz.tbi,1875,834,844,"AFR,CSA,EUR",3,67,,73,,1486,,6569,,8803,,419045,,0,,0.0518,,0.17589,,1.0167,,1.0348,,1.0331,,icd10-B98-both_sexes.tsv.bgz,icd10-B98-both_sexes.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/icd10-B98-both_sexes.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/icd10-B98-both_sexes.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/icd10-B98-both_sexes.tsv.bgz.tbi,1558661267,2044336,077d25a82f7779677f2db3b4fb6d8452,deebcb57d52e6f797ce8065ff6c73582,IC_Other_specified_infectious_agents_as_the_cause_of_diseases_classified_to_other_chapters_h0.17589_n1875,B98,0,IC_Other_specified_infectious_agents_as_the_cause_of_diseases_classified_to_other_chapters_h0.17589,1.04,h2_z_insignificant,,-0.0039,B98,0,B97 Viral agents as the cause of diseases classified to other chapters,81
phecode,150,both_sexes,,,Cancer of esophagus,,Cancer of esophagus,neoplasms,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/phecode-150-both_sexes.tsv.bgz.tbi,1068,246,759,EUR,1,,,,,985,,,,,,400294,,,,,,0.14266,,,,,,1.0388,,phecode-150-both_sexes.tsv.bgz,phecode-150-both_sexes.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/phecode-150-both_sexes.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/phecode-150-both_sexes.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/phecode-150-both_sexes.tsv.bgz.tbi,536854492,1751497,d3ab2925e4db39a43568c335660fe3a9,0b8622db3004422ece3a51db7737a802,PH_Cancer_of_esophagus_h0.14266_n1068,D00.1,0,PH_Cancer_of_esophagus_h0.14266,0.998,h2_z_insignificant,,0.0022,C15,1,Ulcer of esophagus,86
icd10,C15,both_sexes,,,C15 Malignant neoplasm of oesophagus,truncated: true,C15 Malignant neoplasm of oesophagus,Chapter II Neoplasms | C15-C26 Malignant neoplasms of digestive organs | C15 Malignant neoplasm of oesophagus,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/icd10-C15-both_sexes.tsv.bgz.tbi,1057,244,750,EUR,1,,,,,975,,,,,,419556,,,,,,0.16215,,,,,,1.0306,,icd10-C15-both_sexes.tsv.bgz,icd10-C15-both_sexes.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/icd10-C15-both_sexes.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/icd10-C15-both_sexes.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/icd10-C15-both_sexes.tsv.bgz.tbi,536817164,1751728,6dfe748a3792d1c027ba597a5d436b8a,16b7b9c46af0f9c50ea274641085c123,IC_Malignant_neoplasm_of_oesophagus_h0.16215_n1057,C15,0,IC_Malignant_neoplasm_of_oesophagus_h0.16215,0.997,h2_z_insignificant,,0.0023,C15,0,C18 Malignant neoplasm of colon,81
icd10,C17,both_sexes,,,C17 Malignant neoplasm of small intestine,truncated: true,C17 Malignant neoplasm of small intestine,Chapter II Neoplasms | C15-C26 Malignant neoplasms of digestive organs | C17 Malignant neoplasm of small intestine,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/icd10-C17-both_sexes.tsv.bgz.tbi,273,112,143,EUR,1,,,,,244,,,,,,420287,,,,,,0.089472,,,,,,0.96927,,icd10-C17-both_sexes.tsv.bgz,icd10-C17-both_sexes.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/icd10-C17-both_sexes.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/icd10-C17-both_sexes.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/icd10-C17-both_sexes.tsv.bgz.tbi,520445486,1750847,a6b371b5f84cfebdb3cd7fcbd33a8aa5,51383e58299645de0516811b61a861dd,IC_Malignant_neoplasm_of_small_intestine_h0.08947_n273,C17,0,IC_Malignant_neoplasm_of_small_intestine_h0.08947,0.984,h2_z_insignificant,,-0.0056,C17,0,C71 Malignant neoplasm of brain,78
icd10,C18,both_sexes,,,C18 Malignant neoplasm of colon,truncated: true,C18 Malignant neoplasm of colon,Chapter II Neoplasms | C15-C26 Malignant neoplasms of digestive organs | C18 Malignant neoplasm of colon,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/icd10-C18-both_sexes.tsv.bgz.tbi,4232,1760,2156,EUR,1,,,,,3759,,,,,,416772,,,,,,0.11563,,,,,,1.0462,,icd10-C18-both_sexes.tsv.bgz,icd10-C18-both_sexes.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/icd10-C18-both_sexes.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/icd10-C18-both_sexes.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/icd10-C18-both_sexes.tsv.bgz.tbi,545578861,1751891,f1b1f2f694af2a8c5c3448fbe12e8166,d9b4ee9a5d8ebc7302a381bfb0f7e28c,IC_Malignant_neoplasm_of_colon_h0.11563_n4232,C18,0,IC_Malignant_neoplasm_of_colon_h0.11563,1.06,h2_z_insignificant,,0.0046,C18,0,C71 Malignant neoplasm of brain,84
phecode,153.2,both_sexes,,,Colon cancer,,Colon cancer,neoplasms,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/phecode-153.2-both_sexes.tsv.bgz.tbi,4345,1799,2219,EUR,1,,,,,3856,,,,,,386740,,,,,,0.09863,,,,,,1.0402,,phecode-153.2-both_sexes.tsv.bgz,phecode-153.2-both_sexes.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/phecode-153.2-both_sexes.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/phecode-153.2-both_sexes.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/phecode-153.2-both_sexes.tsv.bgz.tbi,545407726,1752099,660494546cf102de7c19dad18ef28339,0763e185dd4b97f360e4c5a039d1bb9e,PH_Colon_cancer_h0.09863_n4345,C18.9,0,PH_Colon_cancer_h0.09863,1.05,h2_z_insignificant,,0.0048,C18,1,Colorectal cancer,76
categorical,20001,both_sexes,1022,,"Cancer code, self-reported","Code for cancer. If the participant was uncertain of the type of cancer they had had, then they described it to the interviewer (a trained nurse) who attempted to place it within the coding tree. If the cancer could not be located in the coding tree then the interviewer entered a free-text description of it. These free-text descriptions were subsequently examined by a doctor and, where possible, matched to entries in the coding tree. Free-text descriptions which could not be matched with very high probability have been marked as ""unclassifiable"".",colon cancer/sigmoid cancer,UK Biobank Assessment Centre > Verbal interview > Medical conditions,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-20001-both_sexes-1022.tsv.bgz.tbi,1520,664,856,EUR,1,,,,,1384,,,,,,419089,,,,,,0.069068,,,,,,1.029,,categorical-20001-both_sexes-1022.tsv.bgz,categorical-20001-both_sexes-1022.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-20001-both_sexes-1022.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-20001-both_sexes-1022.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-20001-both_sexes-1022.tsv.bgz.tbi,539722052,1751947,ca260deee1d7cd198d5e07fea499bf2e,0764cfb72a6ddd1eb20af72dd55b06ba,CA_Medical_conditions_h0.06907_n1520,C18.7,0,CA_colon_cancer_sigmoid_cancer_h0.06907,1.02,h2_z_insignificant,,0.0044,C18,1,Colon cancer,56
phecode,153.3,both_sexes,,,"Malignant neoplasm of rectum, rectosigmoid junction, and anus",,"Malignant neoplasm of rectum, rectosigmoid junction, and anus",neoplasms,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/phecode-153.3-both_sexes.tsv.bgz.tbi,3010,1131,1661,EUR,1,,,,,2705,,,,,,386740,,,,,,0.093273,,,,,,1.0531,,phecode-153.3-both_sexes.tsv.bgz,phecode-153.3-both_sexes.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/phecode-153.3-both_sexes.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/phecode-153.3-both_sexes.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/phecode-153.3-both_sexes.tsv.bgz.tbi,543955743,1752224,7dd6ee0f04e79d326ee1a4ddbbd437b3,96e48d84b74eeaeb219e92b83718a706,PH_Malignant_neoplasm_of_rectum_rectosigmoid_junction_and_anus_h0.09327_n3010,Z85.048,0,PH_Malignant_neoplasm_of_rectum_rectosigmoid_junction_and_anus_h0.09327,1.07,h2_z_insignificant,,0.0067,C19,0,C34 Malignant neoplasm of bronchus and lung,62
icd10,C21,both_sexes,,,C21 Malignant neoplasm of anus and anal canal,truncated: true,C21 Malignant neoplasm of anus and anal canal,Chapter II Neoplasms | C15-C26 Malignant neoplasms of digestive organs | C21 Malignant neoplasm of anus and anal canal,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/icd10-C21-both_sexes.tsv.bgz.tbi,252,162,77,EUR,1,,,,,236,,,,,,420295,,,,,,0.19244,,,,,,1.0149,,icd10-C21-both_sexes.tsv.bgz,icd10-C21-both_sexes.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/icd10-C21-both_sexes.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/icd10-C21-both_sexes.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/icd10-C21-both_sexes.tsv.bgz.tbi,519840909,1750875,4700c84008457a005169a24348d7dfca,2cbfb35e9478e85c6c5a8551be04b9cc,IC_Malignant_neoplasm_of_anus_and_anal_canal_h0.19244_n252,C21,0,IC_Malignant_neoplasm_of_anus_and_anal_canal_h0.19244,0.99,h2_z_insignificant,,0.0038,C21,0,C34 Malignant neoplasm of bronchus and lung,75
phecode,153,both_sexes,,,Colorectal cancer,,Colorectal cancer,neoplasms,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/phecode-153-both_sexes.tsv.bgz.tbi,6375,2569,3341,"AFR,CSA,EUR",3,64,,50,,5693,,6260,,8350,,386740,,0,,0.00893,,0.080866,,0.992,,0.99855,,1.0736,,phecode-153-both_sexes.tsv.bgz,phecode-153-both_sexes.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/phecode-153-both_sexes.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/phecode-153-both_sexes.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/phecode-153-both_sexes.tsv.bgz.tbi,1591583269,2050354,e629516a77cf46b590e3eb43a3fdec40,3a5432b92807729dd9207269794e77e3,PH_Colorectal_cancer_h0.08087_n6375,D70.1,0,PH_Colorectal_cancer_h0.08087,1.07,h2_z_insignificant,,0.0094,C21.2-C21.8,0,Colon cancer,76
phecode,155.1,both_sexes,,,"Malignant neoplasm of liver, primary",,"Malignant neoplasm of liver, primary",neoplasms,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/phecode-155.1-both_sexes.tsv.bgz.tbi,271,72,177,EUR,1,,,,,225,,,,,,400294,,,,,,0.16944,,,,,,0.98886,,phecode-155.1-both_sexes.tsv.bgz,phecode-155.1-both_sexes.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/phecode-155.1-both_sexes.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/phecode-155.1-both_sexes.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/phecode-155.1-both_sexes.tsv.bgz.tbi,518806401,1750788,45dbec3974742295cb609c645ac0bbdc,76a7c10e366f67d721bf29e3e25d044c,PH_Malignant_neoplasm_of_liver_primary_h0.16944_n271,C22.8,0,PH_Malignant_neoplasm_of_liver_primary_h0.16944,0.999,h2_z_insignificant,,0.0024,C22,0,Malignant neoplasm of bladder,77
