;phenocode;X;Unnamed..0;Unnamed..0.1;trait_type;pheno_sex;coding;modifier;description;description_more;coding_description;category;n_cases_full_cohort_both_sexes;n_cases_full_cohort_females;n_cases_full_cohort_males;pops;num_pops;n_cases_AFR;n_cases_AMR;n_cases_CSA;n_cases_EAS;n_cases_EUR;n_cases_MID;n_controls_AFR;n_controls_AMR;n_controls_CSA;n_controls_EAS;n_controls_EUR;n_controls_MID;saige_heritability_AFR;saige_heritability_AMR;saige_heritability_CSA;saige_heritability_EAS;saige_heritability_EUR;saige_heritability_MID;lambda_gc_AFR;lambda_gc_AMR;lambda_gc_CSA;lambda_gc_EAS;lambda_gc_EUR;lambda_gc_MID;filename;filename_tabix;aws_link;aws_link_tabix;wget;wget_tabix;size_in_bytes;size_in_bytes_tabix;md5_hex;md5_hex_tabix;phenocode_annotate_lst;category_manual;coding_description.1;new_pheno_annot;AB_ICD10
25;191.11;912;912;5554;phecode;both_sexes;;;Cancer of brain;;;neoplasms;748;288;404;EUR;1;NA;NA;NA;NA;670;NA;NA;NA;NA;NA;418389;NA;NA;NA;NA;NA;0.13349;NA;NA;NA;NA;NA;1.0216;NA;phecode-191.11-both_sexes.tsv.bgz;phecode-191.11-both_sexes.tsv.bgz.tbi;https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/phecode-191.11-both_sexes.tsv.bgz;https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/phecode-191.11-both_sexes.tsv.bgz.tbi;wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/phecode-191.11-both_sexes.tsv.bgz;wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/phecode-191.11-both_sexes.tsv.bgz.tbi;533711626;1751598;302d4b26bcee5d29d8416168c25ae682;54005b472e3f7fd211cc787dfe1a0110;PH_Cancer_of_brain_h0.13349_n748;neoplasms;;PH_Cancer_of_brain_h0.13349_n748;C71
26;193;913;913;5555;phecode;both_sexes;;;Thyroid cancer;;;neoplasms;518;335;126;EUR;1;NA;NA;NA;NA;427;NA;NA;NA;NA;NA;418625;NA;NA;NA;NA;NA;0.24885;NA;NA;NA;NA;NA;1.0171;NA;phecode-193-both_sexes.tsv.bgz;phecode-193-both_sexes.tsv.bgz.tbi;https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/phecode-193-both_sexes.tsv.bgz;https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/phecode-193-both_sexes.tsv.bgz.tbi;wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/phecode-193-both_sexes.tsv.bgz;wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/phecode-193-both_sexes.tsv.bgz.tbi;528186207;1751311;28634547909b71873ea8b397da3ce55f;3f2251c02405a54e5bd5ff21ae8d495d;PH_Thyroid_cancer_h0.24885_n518;neoplasms;;PH_Thyroid_cancer_h0.24885_n518;C73
27;198.4;914;914;5564;phecode;both_sexes;;;Secondary malignant neoplasm of liver;;;neoplasms;4094;1878;1898;EUR;1;NA;NA;NA;NA;3632;NA;NA;NA;NA;NA;367856;NA;NA;NA;NA;NA;0.080861;NA;NA;NA;NA;NA;1.0227;NA;phecode-198.4-both_sexes.tsv.bgz;phecode-198.4-both_sexes.tsv.bgz.tbi;https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/phecode-198.4-both_sexes.tsv.bgz;https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/phecode-198.4-both_sexes.tsv.bgz.tbi;wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/phecode-198.4-both_sexes.tsv.bgz;wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/phecode-198.4-both_sexes.tsv.bgz.tbi;545266119;1752008;cd995a61f308f2648f472ac78009a305;9759eae5d5e64f57864bd2cd996602f9;PH_Secondary_malignant_neoplasm_of_liver_h0.08086_n4094;neoplasms;;PH_Secondary_malignant_neoplasm_of_liver_h0.08086_n4094;C78
28;198.5;915;915;5565;phecode;both_sexes;;;Secondary malignancy of brain/spine;;;neoplasms;1236;633;518;EUR;1;NA;NA;NA;NA;1115;NA;NA;NA;NA;NA;367856;NA;NA;NA;NA;NA;0.13138;NA;NA;NA;NA;NA;1.0339;NA;phecode-198.5-both_sexes.tsv.bgz;phecode-198.5-both_sexes.tsv.bgz.tbi;https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/phecode-198.5-both_sexes.tsv.bgz;https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/phecode-198.5-both_sexes.tsv.bgz.tbi;wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/phecode-198.5-both_sexes.tsv.bgz;wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/phecode-198.5-both_sexes.tsv.bgz.tbi;538271004;1751941;5207db641d4c57fcc119e971b409bf12;77cc72ca2716116240b422f3599337a6;PH_Secondary_malignancy_of_brain_spine_h0.13138_n1236;neoplasms;;PH_Secondary_malignancy_of_brain_spine_h0.13138_n1236;C79
29;199;916;916;5568;phecode;both_sexes;;;Neoplasm of uncertain behavior;;;neoplasms;2873;1132;1505;EUR;1;NA;NA;NA;NA;2515;NA;NA;NA;NA;NA;367856;NA;NA;NA;NA;NA;0.059734;NA;NA;NA;NA;NA;1.0007;NA;phecode-199-both_sexes.tsv.bgz;phecode-199-both_sexes.tsv.bgz.tbi;https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/phecode-199-both_sexes.tsv.bgz;https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/phecode-199-both_sexes.tsv.bgz.tbi;wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/phecode-199-both_sexes.tsv.bgz;wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/phecode-199-both_sexes.tsv.bgz.tbi;543853566;1752133;0124f0334a5d343851b1c246f1ac1222;d87cf7312fa21b05fad0016b4fd73209;PH_Neoplasm_of_uncertain_behavior_h0.05973_n2873;neoplasms;;PH_Neoplasm_of_uncertain_behavior_h0.05973_n2873;D48
30;200;917;917;5570;phecode;both_sexes;;;Myeloproliferative disease;;;neoplasms;1439;561;760;EUR;1;NA;NA;NA;NA;1255;NA;NA;NA;NA;NA;414840;NA;NA;NA;NA;NA;0.11202;NA;NA;NA;NA;NA;1.0222;NA;phecode-200-both_sexes.tsv.bgz;phecode-200-both_sexes.tsv.bgz.tbi;https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/phecode-200-both_sexes.tsv.bgz;https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/phecode-200-both_sexes.tsv.bgz.tbi;wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/phecode-200-both_sexes.tsv.bgz;wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/phecode-200-both_sexes.tsv.bgz.tbi;538528842;1751855;a017e0f1876007e6fc081631932c174c;50a769537db1813e9e43bc1873cf5d7a;PH_Myeloproliferative_disease_h0.11202_n1439;neoplasms;;PH_Myeloproliferative_disease_h0.11202_n1439;C94
31;201;918;918;5572;phecode;both_sexes;;;Hodgkin's disease;;;neoplasms;364;150;178;EUR;1;NA;NA;NA;NA;317;NA;NA;NA;NA;NA;414840;NA;NA;NA;NA;NA;0.12195;NA;NA;NA;NA;NA;0.99642;NA;phecode-201-both_sexes.tsv.bgz;phecode-201-both_sexes.tsv.bgz.tbi;https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/phecode-201-both_sexes.tsv.bgz;https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/phecode-201-both_sexes.tsv.bgz.tbi;wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/phecode-201-both_sexes.tsv.bgz;wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/phecode-201-both_sexes.tsv.bgz.tbi;524508109;1751324;75cab6c4e95d4b17605873b2a9017d47;e2b5d0fcaf694cffc36bb75153179709;PH_Hodgkin's_disease_h0.12195_n364;neoplasms;;PH_Hodgkin's_disease_h0.12195_n364;C81
32;202;919;919;5573;phecode;both_sexes;;;Cancer of other lymphoid, histiocytic tissue;;;neoplasms;3267;1324;1691;EUR;1;NA;NA;NA;NA;2895;NA;NA;NA;NA;NA;414840;NA;NA;NA;NA;NA;0.053388;NA;NA;NA;NA;NA;1.0459;NA;phecode-202-both_sexes.tsv.bgz;phecode-202-both_sexes.tsv.bgz.tbi;https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/phecode-202-both_sexes.tsv.bgz;https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/phecode-202-both_sexes.tsv.bgz.tbi;wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/phecode-202-both_sexes.tsv.bgz;wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/phecode-202-both_sexes.tsv.bgz.tbi;544680106;1751945;ed7bb5d8c0168c5cbb0b0e243a8e89b4;5bd20c89ec7c668dcc90328383ddea3a;PH_Cancer_of_other_lymphoid,_histiocytic_tissue_h0.05339_n3267;neoplasms;;PH_Cancer_of_other_lymphoid,_histiocytic_tissue_h0.05339_n3267;C96
33;202.2;920;920;5574;phecode;both_sexes;;;Non-Hodgkins lymphoma;;;neoplasms;2552;1037;1317;EUR;1;NA;NA;NA;NA;2267;NA;NA;NA;NA;NA;414840;NA;NA;NA;NA;NA;0.077872;NA;NA;NA;NA;NA;1.0311;NA;phecode-202.2-both_sexes.tsv.bgz;phecode-202.2-both_sexes.tsv.bgz.tbi;https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/phecode-202.2-both_sexes.tsv.bgz;https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/phecode-202.2-both_sexes.tsv.bgz.tbi;wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/phecode-202.2-both_sexes.tsv.bgz;wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/phecode-202.2-both_sexes.tsv.bgz.tbi;543497381;1751733;a738ef6da83d794ee64f6a3a4b55f868;90db628cce27e73a7e7a8b10d397809a;PH_Non-Hodgkins_lymphoma_h0.07787_n2552;neoplasms;;PH_Non-Hodgkins_lymphoma_h0.07787_n2552;C85
34;204.1;921;921;5578;phecode;both_sexes;;;Lymphoid leukemia;;;neoplasms;902;299;528;EUR;1;NA;NA;NA;NA;802;NA;NA;NA;NA;NA;414840;NA;NA;NA;NA;NA;0.050941;NA;NA;NA;NA;NA;1.0289;NA;phecode-204.1-both_sexes.tsv.bgz;phecode-204.1-both_sexes.tsv.bgz.tbi;https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/phecode-204.1-both_sexes.tsv.bgz;https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/phecode-204.1-both_sexes.tsv.bgz.tbi;wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/phecode-204.1-both_sexes.tsv.bgz;wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/phecode-204.1-both_sexes.tsv.bgz.tbi;535110788;1751640;c8c181a992c2f673d8a6ec42e2f9a1a7;8266b32ad23448b7daf30f8e4cbbe8c0;PH_Lymphoid_leukemia_h0.05094_n902;neoplasms;;PH_Lymphoid_leukemia_h0.05094_n902;C91
35;204.21;922;922;5581;phecode;both_sexes;;;Myeloid leukemia, acute;;;neoplasms;444;174;243;EUR;1;NA;NA;NA;NA;409;NA;NA;NA;NA;NA;414840;NA;NA;NA;NA;NA;0.1535;NA;NA;NA;NA;NA;1.0035;NA;phecode-204.21-both_sexes.tsv.bgz;phecode-204.21-both_sexes.tsv.bgz.tbi;https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/phecode-204.21-both_sexes.tsv.bgz;https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/phecode-204.21-both_sexes.tsv.bgz.tbi;wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/phecode-204.21-both_sexes.tsv.bgz;wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/phecode-204.21-both_sexes.tsv.bgz.tbi;527774021;1751109;e07169a32ee66765110cd4ac76de9451;bdbc4ba852dbe1c554bdfe05acc9ac4a;PH_Myeloid_leukemia,_acute_h0.15350_n444;neoplasms;;PH_Myeloid_leukemia,_acute_h0.15350_n444;C92
36;217;923;923;5593;phecode;both_sexes;;;Vascular hamartomas and non-neoplastic nevi;;;neoplasms;848;428;353;EUR;1;NA;NA;NA;NA;751;NA;NA;NA;NA;NA;409694;NA;NA;NA;NA;NA;0.17371;NA;NA;NA;NA;NA;0.99537;NA;phecode-217-both_sexes.tsv.bgz;phecode-217-both_sexes.tsv.bgz.tbi;https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/phecode-217-both_sexes.tsv.bgz;https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/phecode-217-both_sexes.tsv.bgz.tbi;wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/phecode-217-both_sexes.tsv.bgz;wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/phecode-217-both_sexes.tsv.bgz.tbi;534254533;1751516;61c57da845573befee9928439349b2e8;9ac61e4e20894821f3aa0a241ca2ea80;PH_Vascular_hamartomas_and_non-neoplastic_nevi_h0.17371_n848;neoplasms;;PH_Vascular_hamartomas_and_non-neoplastic_nevi_h0.17371_n848;Q82
37;217.1;924;924;5594;phecode;both_sexes;;;Nevus, non-neoplastic;;;neoplasms;783;388;338;EUR;1;NA;NA;NA;NA;698;NA;NA;NA;NA;NA;409694;NA;NA;NA;NA;NA;0.12044;NA;NA;NA;NA;NA;1.0427;NA;phecode-217.1-both_sexes.tsv.bgz;phecode-217.1-both_sexes.tsv.bgz.tbi;https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/phecode-217.1-both_sexes.tsv.bgz;https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/phecode-217.1-both_sexes.tsv.bgz.tbi;wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/phecode-217.1-both_sexes.tsv.bgz;wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/phecode-217.1-both_sexes.tsv.bgz.tbi;533620225;1751690;c69b6a2f64a59babbf5fa09545e8067b;ac17615474368c644fcf20ef55cd4d88;PH_Nevus,_non-neoplastic_h0.12044_n783;neoplasms;;PH_Nevus,_non-neoplastic_h0.12044_n783;D22
38;225;925;925;5603;phecode;both_sexes;;;Benign neoplasm of brain and other parts of nervous system;;;neoplasms;1144;687;349;EUR;1;NA;NA;NA;NA;986;NA;NA;NA;NA;NA;418389;NA;NA;NA;NA;NA;0.13048;NA;NA;NA;NA;NA;1.0087;NA;phecode-225-both_sexes.tsv.bgz;phecode-225-both_sexes.tsv.bgz.tbi;https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/phecode-225-both_sexes.tsv.bgz;https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/phecode-225-both_sexes.tsv.bgz.tbi;wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/phecode-225-both_sexes.tsv.bgz;wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/phecode-225-both_sexes.tsv.bgz.tbi;537054992;1751539;20fc6cd99b47468292b09ff366638a52;3313ec7f621ce41ef6348941def302af;PH_Benign_neoplasm_of_brain_and_other_parts_of_nervous_system_h0.13048_n1144;neoplasms;;PH_Benign_neoplasm_of_brain_and_other_parts_of_nervous_system_h0.13048_n1144;D33
39;225.1;926;926;5604;phecode;both_sexes;;;Benign neoplasm of brain, cranial nerves, meninges;;;neoplasms;1118;675;337;EUR;1;NA;NA;NA;NA;963;NA;NA;NA;NA;NA;418389;NA;NA;NA;NA;NA;0.13365;NA;NA;NA;NA;NA;0.99369;NA;phecode-225.1-both_sexes.tsv.bgz;phecode-225.1-both_sexes.tsv.bgz.tbi;https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/phecode-225.1-both_sexes.tsv.bgz;https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/phecode-225.1-both_sexes.tsv.bgz.tbi;wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/phecode-225.1-both_sexes.tsv.bgz;wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/phecode-225.1-both_sexes.tsv.bgz.tbi;536926786;1751683;1e971aca145ffd95da13e31a52295d41;ee1af3f8248d82b05ebc5d112d72f352;PH_Benign_neoplasm_of_brain,_cranial_nerves,_meninges_h0.13365_n1118;neoplasms;;PH_Benign_neoplasm_of_brain,_cranial_nerves,_meninges_h0.13365_n1118;D33
40;227.2;927;927;5608;phecode;both_sexes;;;Benign neoplasm of parathyroid gland;;;neoplasms;549;393;110;EUR;1;NA;NA;NA;NA;460;NA;NA;NA;NA;NA;418625;NA;NA;NA;NA;NA;0.069599;NA;NA;NA;NA;NA;1.0181;NA;phecode-227.2-both_sexes.tsv.bgz;phecode-227.2-both_sexes.tsv.bgz.tbi;https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/phecode-227.2-both_sexes.tsv.bgz;https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/phecode-227.2-both_sexes.tsv.bgz.tbi;wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/phecode-227.2-both_sexes.tsv.bgz;wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/phecode-227.2-both_sexes.tsv.bgz.tbi;529389706;1751432;80137e0e404a3b6b6d9f39ce14e94abc;62938719068d2de10219f67fa3529358;PH_Benign_neoplasm_of_parathyroid_gland_h0.06960_n549;neoplasms;;PH_Benign_neoplasm_of_parathyroid_gland_h0.06960_n549;D35
41;240;928;928;5612;phecode;both_sexes;;;Simple and unspecified goiter;;;endocrine/metabolic;822;602;140;EUR;1;NA;NA;NA;NA;691;NA;NA;NA;NA;NA;399034;NA;NA;NA;NA;NA;0.12447;NA;NA;NA;NA;NA;0.98424;NA;phecode-240-both_sexes.tsv.bgz;phecode-240-both_sexes.tsv.bgz.tbi;https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/phecode-240-both_sexes.tsv.bgz;https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/phecode-240-both_sexes.tsv.bgz.tbi;wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/phecode-240-both_sexes.tsv.bgz;wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/phecode-240-both_sexes.tsv.bgz.tbi;533772868;1751875;77d99d682cf01a42fbb64131d074aaed;3bcb38cb873f4230adf0554ed0f40749;PH_Simple_and_unspecified_goiter_h0.12447_n822;endocrine_metabolic;;PH_Simple_and_unspecified_goiter_h0.12447_n822;E04
42;241;929;929;5613;phecode;both_sexes;;;Nontoxic nodular goiter;;;endocrine/metabolic;1673;1256;268;EUR;1;NA;NA;NA;NA;1382;NA;NA;NA;NA;NA;399034;NA;NA;NA;NA;NA;0.14372;NA;NA;NA;NA;NA;1.0358;NA;phecode-241-both_sexes.tsv.bgz;phecode-241-both_sexes.tsv.bgz.tbi;https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/phecode-241-both_sexes.tsv.bgz;https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/phecode-241-both_sexes.tsv.bgz.tbi;wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/phecode-241-both_sexes.tsv.bgz;wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/phecode-241-both_sexes.tsv.bgz.tbi;540124753;1752177;add4aae74c5bc6bd32bb4111e48e4cb3;525ba116005ceb64368cd45c50f1021c;PH_Nontoxic_nodular_goiter_h0.14372_n1673;endocrine_metabolic;;PH_Nontoxic_nodular_goiter_h0.14372_n1673;E04
43;242.1;930;930;5617;phecode;both_sexes;;;Graves' disease;;;endocrine/metabolic;662;496;109;EUR;1;NA;NA;NA;NA;554;NA;NA;NA;NA;NA;399034;NA;NA;NA;NA;NA;0.13958;NA;NA;NA;NA;NA;0.985;NA;phecode-242.1-both_sexes.tsv.bgz;phecode-242.1-both_sexes.tsv.bgz.tbi;https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/phecode-242.1-both_sexes.tsv.bgz;https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/phecode-242.1-both_sexes.tsv.bgz.tbi;wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/phecode-242.1-both_sexes.tsv.bgz;wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/phecode-242.1-both_sexes.tsv.bgz.tbi;531503143;1751604;e08ce5ad3d04564b221df094b0d2181a;a02859e404fc568438054d2465d4849f;PH_Graves'_disease_h0.13958_n662;endocrine_metabolic;;PH_Graves'_disease_h0.13958_n662;E05
44;244.1;931;931;5621;phecode;both_sexes;;;Secondary hypothyroidism;;;endocrine/metabolic;1696;1258;281;EUR;1;NA;NA;NA;NA;1430;NA;NA;NA;NA;NA;399034;NA;NA;NA;NA;NA;0.13637;NA;NA;NA;NA;NA;1.0315;NA;phecode-244.1-both_sexes.tsv.bgz;phecode-244.1-both_sexes.tsv.bgz.tbi;https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/phecode-244.1-both_sexes.tsv.bgz;https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/phecode-244.1-both_sexes.tsv.bgz.tbi;wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/phecode-244.1-both_sexes.tsv.bgz;wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/phecode-244.1-both_sexes.tsv.bgz.tbi;540416690;1751777;6b8f713028baa686f1ba9757382a65b7;bf1bb8cf43f4cea344ed13f99b78ac99;PH_Secondary_hypothyroidism_h0.13637_n1696;endocrine_metabolic;;PH_Secondary_hypothyroidism_h0.13637_n1696;E03
45;250.13;932;932;5631;phecode;both_sexes;;;Type 1 diabetes with ophthalmic manifestations;;;endocrine/metabolic;670;256;362;EUR;1;NA;NA;NA;NA;573;NA;NA;NA;NA;NA;396181;NA;NA;NA;NA;NA;0.13606;NA;NA;NA;NA;NA;1.0205;NA;phecode-250.13-both_sexes.tsv.bgz;phecode-250.13-both_sexes.tsv.bgz.tbi;https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/phecode-250.13-both_sexes.tsv.bgz;https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/phecode-250.13-both_sexes.tsv.bgz.tbi;wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/phecode-250.13-both_sexes.tsv.bgz;wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/phecode-250.13-both_sexes.tsv.bgz.tbi;532062696;1751564;9fefc73ebf520d35936e26914abd6322;b4beee962a347ed3282c27ac2850df92;PH_Type_1_diabetes_with_ophthalmic_manifestations_h0.13606_n670;endocrine_metabolic;;PH_Type_1_diabetes_with_ophthalmic_manifestations_h0.13606_n670;E10
46;250.21;933;933;5633;phecode;both_sexes;;;Type 2 diabetes with ketoacidosis;;;endocrine/metabolic;215;88;107;EUR;1;NA;NA;NA;NA;160;NA;NA;NA;NA;NA;396181;NA;NA;NA;NA;NA;0.076477;NA;NA;NA;NA;NA;1.0169;NA;phecode-250.21-both_sexes.tsv.bgz;phecode-250.21-both_sexes.tsv.bgz.tbi;https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/phecode-250.21-both_sexes.tsv.bgz;https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/phecode-250.21-both_sexes.tsv.bgz.tbi;wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/phecode-250.21-both_sexes.tsv.bgz;wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/phecode-250.21-both_sexes.tsv.bgz.tbi;512984230;1750538;306c34df8ed3641296dd5a34bc38b5fe;5178935e49ed3b83c52849948ebc3b87;PH_Type_2_diabetes_with_ketoacidosis_h0.07648_n215;endocrine_metabolic;;PH_Type_2_diabetes_with_ketoacidosis_h0.07648_n215;E11
47;250.42;934;934;5639;phecode;both_sexes;;;Other abnormal glucose;;;endocrine/metabolic;617;258;313;EUR;1;NA;NA;NA;NA;500;NA;NA;NA;NA;NA;396181;NA;NA;NA;NA;NA;0.066721;NA;NA;NA;NA;NA;1.0019;NA;phecode-250.42-both_sexes.tsv.bgz;phecode-250.42-both_sexes.tsv.bgz.tbi;https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/phecode-250.42-both_sexes.tsv.bgz;https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/phecode-250.42-both_sexes.tsv.bgz.tbi;wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/phecode-250.42-both_sexes.tsv.bgz;wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/phecode-250.42-both_sexes.tsv.bgz.tbi;529193646;1751579;67a08ef107e5ac919950495aa9fb7a38;3453f923648b5f229009ce874c550580;PH_Other_abnormal_glucose_h0.06672_n617;endocrine_metabolic;;PH_Other_abnormal_glucose_h0.06672_n617;R73
48;250.6;935;935;5641;phecode;both_sexes;;;Polyneuropathy in diabetes;;;endocrine/metabolic;629;169;394;EUR;1;NA;NA;NA;NA;517;NA;NA;NA;NA;NA;396181;NA;NA;NA;NA;NA;0.13099;NA;NA;NA;NA;NA;1.0104;NA;phecode-250.6-both_sexes.tsv.bgz;phecode-250.6-both_sexes.tsv.bgz.tbi;https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/phecode-250.6-both_sexes.tsv.bgz;https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/phecode-250.6-both_sexes.tsv.bgz.tbi;wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/phecode-250.6-both_sexes.tsv.bgz;wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/phecode-250.6-both_sexes.tsv.bgz.tbi;530568726;1751309;bacb0cccf12855649f1f77254c01c4a9;8bc838efe51dbf6671362f5446253c4d;PH_Polyneuropathy_in_diabetes_h0.13099_n629;endocrine_metabolic;;PH_Polyneuropathy_in_diabetes_h0.13099_n629;G63
