;coding;X;Unnamed..0;Unnamed..0.1;trait_type;phenocode;pheno_sex;modifier;description;description_more;coding_description;category;n_cases_full_cohort_both_sexes;n_cases_full_cohort_females;n_cases_full_cohort_males;pops;num_pops;n_cases_AFR;n_cases_AMR;n_cases_CSA;n_cases_EAS;n_cases_EUR;n_cases_MID;n_controls_AFR;n_controls_AMR;n_controls_CSA;n_controls_EAS;n_controls_EUR;n_controls_MID;saige_heritability_AFR;saige_heritability_AMR;saige_heritability_CSA;saige_heritability_EAS;saige_heritability_EUR;saige_heritability_MID;lambda_gc_AFR;lambda_gc_AMR;lambda_gc_CSA;lambda_gc_EAS;lambda_gc_EUR;lambda_gc_MID;filename;filename_tabix;aws_link;aws_link_tabix;wget;wget_tabix;size_in_bytes;size_in_bytes_tabix;md5_hex;md5_hex_tabix;phenocode_annotate_lst;category_manual;coding_description.1;new_pheno_annot;AB_ICD10;AB_PRESUMED.DIAGNOSIS
84;1141167594;168;168;912;categorical;20003;both_sexes;;Treatment/medication code;Code for treatment Negative codes indicate free-text entry.;qvar 50 inhaler;UK Biobank Assessment Centre > Verbal interview > Medications;1734;1111;623;EUR;1;NA;NA;NA;NA;1574;NA;NA;NA;NA;NA;418899;NA;NA;NA;NA;NA;0.18475;NA;NA;NA;NA;NA;1.0263;NA;categorical-20003-both_sexes-1141167594.tsv.bgz;categorical-20003-both_sexes-1141167594.tsv.bgz.tbi;https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-20003-both_sexes-1141167594.tsv.bgz;https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-20003-both_sexes-1141167594.tsv.bgz.tbi;wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-20003-both_sexes-1141167594.tsv.bgz;wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-20003-both_sexes-1141167594.tsv.bgz.tbi;541041970;1751616;bd18b27fd7114997f3d5b7b0bb1ef345;e1b1d791a31576e9c7895e4b13df5e4d;CA_Medications_h0.18475_n1734;Medications;qvar 50 inhaler;CA_PRS_qvar_50_inhaler_h0.18475_n1734;J45;Asthma
85;1141168554;169;169;921;categorical;20003;both_sexes;;Treatment/medication code;Code for treatment Negative codes indicate free-text entry.;migraleve tablet;UK Biobank Assessment Centre > Verbal interview > Medications;635;500;135;EUR;1;NA;NA;NA;NA;561;NA;NA;NA;NA;NA;419912;NA;NA;NA;NA;NA;0.11963;NA;NA;NA;NA;NA;1.0156;NA;categorical-20003-both_sexes-1141168554.tsv.bgz;categorical-20003-both_sexes-1141168554.tsv.bgz.tbi;https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-20003-both_sexes-1141168554.tsv.bgz;https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-20003-both_sexes-1141168554.tsv.bgz.tbi;wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-20003-both_sexes-1141168554.tsv.bgz;wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-20003-both_sexes-1141168554.tsv.bgz.tbi;531382833;1751459;a38cfc64ef95e181af9eb53644d1eb23;7f222ec1fed8b78d6b5c3d8848c09b28;CA_Medications_h0.11963_n635;Medications;migraleve tablet;CA_PRS_migraleve_tablet_h0.11963_n635;G43;Migraine
86;1141168680;170;170;925;categorical;20003;both_sexes;;Treatment/medication code;Code for treatment Negative codes indicate free-text entry.;orlistat;UK Biobank Assessment Centre > Verbal interview > Medications;574;387;187;EUR;1;NA;NA;NA;NA;487;NA;NA;NA;NA;NA;419986;NA;NA;NA;NA;NA;0.13438;NA;NA;NA;NA;NA;0.99392;NA;categorical-20003-both_sexes-1141168680.tsv.bgz;categorical-20003-both_sexes-1141168680.tsv.bgz.tbi;https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-20003-both_sexes-1141168680.tsv.bgz;https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-20003-both_sexes-1141168680.tsv.bgz.tbi;wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-20003-both_sexes-1141168680.tsv.bgz;wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-20003-both_sexes-1141168680.tsv.bgz.tbi;529812043;1751212;cd8f6d6786b80e27f23a2c862add31e0;ed0d06a870ec52caf23eff52c0f1fe6b;CA_Medications_h0.13438_n574;Medications;orlistat;CA_PRS_orlistat_h0.13438_n574;E66;Obesity
87;1141168684;171;171;926;categorical;20003;both_sexes;;Treatment/medication code;Code for treatment Negative codes indicate free-text entry.;xenical 120mg capsule;UK Biobank Assessment Centre > Verbal interview > Medications;446;323;123;EUR;1;NA;NA;NA;NA;373;NA;NA;NA;NA;NA;420100;NA;NA;NA;NA;NA;0.14029;NA;NA;NA;NA;NA;0.99664;NA;categorical-20003-both_sexes-1141168684.tsv.bgz;categorical-20003-both_sexes-1141168684.tsv.bgz.tbi;https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-20003-both_sexes-1141168684.tsv.bgz;https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-20003-both_sexes-1141168684.tsv.bgz.tbi;wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-20003-both_sexes-1141168684.tsv.bgz;wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-20003-both_sexes-1141168684.tsv.bgz.tbi;526488264;1751221;379b84dc3179d34d518906f19e0cdd43;550393905b9b2c97be404537138b20a6;CA_Medications_h0.14029_n446;Medications;xenical 120mg capsule;CA_PRS_xenical_120mg_capsule_h0.14029_n446;E66;Obesity
88;1141171152;172;172;930;categorical;20003;both_sexes;;Treatment/medication code;Code for treatment Negative codes indicate free-text entry.;cardicor 1.25mg tablet;UK Biobank Assessment Centre > Verbal interview > Medications;441;153;288;EUR;1;NA;NA;NA;NA;374;NA;NA;NA;NA;NA;420099;NA;NA;NA;NA;NA;0.080003;NA;NA;NA;NA;NA;0.99825;NA;categorical-20003-both_sexes-1141171152.tsv.bgz;categorical-20003-both_sexes-1141171152.tsv.bgz.tbi;https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-20003-both_sexes-1141171152.tsv.bgz;https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-20003-both_sexes-1141171152.tsv.bgz.tbi;wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-20003-both_sexes-1141171152.tsv.bgz;wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-20003-both_sexes-1141171152.tsv.bgz.tbi;526623421;1750626;c0013d724a1202580c8a413377b4f4f5;073e2d53dc7c75b5923e26bfd3726288;CA_Medications_h0.08000_n441;Medications;cardicor 1.25mg tablet;CA_PRS_cardicor_1.25mg_tablet_h0.08000_n441;I50_I48;HF/AF
89;1141171948;173;173;936;categorical;20003;both_sexes;;Treatment/medication code;Code for treatment Negative codes indicate free-text entry.;adcal 600mg chewable tablet;UK Biobank Assessment Centre > Verbal interview > Medications;1425;1223;202;EUR;1;NA;NA;NA;NA;1221;NA;NA;NA;NA;NA;419252;NA;NA;NA;NA;NA;0.09483;NA;NA;NA;NA;NA;1.025;NA;categorical-20003-both_sexes-1141171948.tsv.bgz;categorical-20003-both_sexes-1141171948.tsv.bgz.tbi;https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-20003-both_sexes-1141171948.tsv.bgz;https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-20003-both_sexes-1141171948.tsv.bgz.tbi;wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-20003-both_sexes-1141171948.tsv.bgz;wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-20003-both_sexes-1141171948.tsv.bgz.tbi;539002805;1751837;6a6265a42a94b2ada1deedc2b24e2132;f28f8fb7dc1ce22f999e2070eb352cac;CA_Medications_h0.09483_n1425;Medications;adcal 600mg chewable tablet;CA_PRS_adcal_600mg_chewable_tablet_h0.09483_n1425;E53;Vit D Def
90;1141172924;174;174;942;categorical;20003;both_sexes;;Treatment/medication code;Code for treatment Negative codes indicate free-text entry.;desloratadine;UK Biobank Assessment Centre > Verbal interview > Medications;622;406;216;EUR;1;NA;NA;NA;NA;540;NA;NA;NA;NA;NA;419933;NA;NA;NA;NA;NA;0.14097;NA;NA;NA;NA;NA;1.0112;NA;categorical-20003-both_sexes-1141172924.tsv.bgz;categorical-20003-both_sexes-1141172924.tsv.bgz.tbi;https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-20003-both_sexes-1141172924.tsv.bgz;https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-20003-both_sexes-1141172924.tsv.bgz.tbi;wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-20003-both_sexes-1141172924.tsv.bgz;wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-20003-both_sexes-1141172924.tsv.bgz.tbi;531024991;1751395;751b0486224e5fc06355de86c33f868f;8e5475ee6cf86e556743929ec76e77a8;CA_Medications_h0.14097_n622;Medications;desloratadine;CA_PRS_desloratadine_h0.14097_n622;L50_T78;Urticaria/Hypersensitivity NOS
91;1141172928;175;175;943;categorical;20003;both_sexes;;Treatment/medication code;Code for treatment Negative codes indicate free-text entry.;neoclarityn 5mg tablet;UK Biobank Assessment Centre > Verbal interview > Medications;556;358;198;EUR;1;NA;NA;NA;NA;475;NA;NA;NA;NA;NA;419998;NA;NA;NA;NA;NA;0.078589;NA;NA;NA;NA;NA;1.0345;NA;categorical-20003-both_sexes-1141172928.tsv.bgz;categorical-20003-both_sexes-1141172928.tsv.bgz.tbi;https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-20003-both_sexes-1141172928.tsv.bgz;https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-20003-both_sexes-1141172928.tsv.bgz.tbi;wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-20003-both_sexes-1141172928.tsv.bgz;wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-20003-both_sexes-1141172928.tsv.bgz.tbi;529475621;1751452;7afb556856ae786f98167a64381ba963;93de77662fd554115d5a290b055555f5;CA_Medications_h0.07859_n556;Medications;neoclarityn 5mg tablet;CA_PRS_neoclarityn_5mg_tablet_h0.07859_n556;L50_T78;Urticaria/Hypersensitivity NOS
92;1141173348;176;176;945;categorical;20003;both_sexes;;Treatment/medication code;Code for treatment Negative codes indicate free-text entry.;hydroxocobalamin;UK Biobank Assessment Centre > Verbal interview > Medications;392;237;155;EUR;1;NA;NA;NA;NA;351;NA;NA;NA;NA;NA;420122;NA;NA;NA;NA;NA;0.098957;NA;NA;NA;NA;NA;1.0062;NA;categorical-20003-both_sexes-1141173348.tsv.bgz;categorical-20003-both_sexes-1141173348.tsv.bgz.tbi;https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-20003-both_sexes-1141173348.tsv.bgz;https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-20003-both_sexes-1141173348.tsv.bgz.tbi;wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-20003-both_sexes-1141173348.tsv.bgz;wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-20003-both_sexes-1141173348.tsv.bgz.tbi;525751782;1751449;cba1069eb68776ea1d06079296ebe52f;ec1e080e5b8aef7ccd4474f36d580c3a;CA_Medications_h0.09896_n392;Medications;hydroxocobalamin;CA_PRS_hydroxocobalamin_h0.09896_n392;D52_D51_F10;Macrocytic anaemia/Pernicious anaemia/Alcoholism
93;1141174032;177;177;946;categorical;20003;both_sexes;;Treatment/medication code;Code for treatment Negative codes indicate free-text entry.;doublebase gel;UK Biobank Assessment Centre > Verbal interview > Medications;249;128;121;EUR;1;NA;NA;NA;NA;212;NA;NA;NA;NA;NA;420261;NA;NA;NA;NA;NA;0.23869;NA;NA;NA;NA;NA;1.0034;NA;categorical-20003-both_sexes-1141174032.tsv.bgz;categorical-20003-both_sexes-1141174032.tsv.bgz.tbi;https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-20003-both_sexes-1141174032.tsv.bgz;https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-20003-both_sexes-1141174032.tsv.bgz.tbi;wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-20003-both_sexes-1141174032.tsv.bgz;wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-20003-both_sexes-1141174032.tsv.bgz.tbi;517563262;1750776;61205f0454c1f7779a4cab9de81da2dc;4ad173041d2350b0ae3634c705c1d8a9;CA_Medications_h0.23869_n249;Medications;doublebase gel;CA_PRS_doublebase_gel_h0.23869_n249;L20;Atopic eczema
94;1141174520;178;178;948;categorical;20003;both_sexes;;Treatment/medication code;Code for treatment Negative codes indicate free-text entry.;symbicort 100/6 turbohaler;UK Biobank Assessment Centre > Verbal interview > Medications;2913;1732;1181;EUR;1;NA;NA;NA;NA;2584;NA;NA;NA;NA;NA;417889;NA;NA;NA;NA;NA;0.19198;NA;NA;NA;NA;NA;1.0388;NA;categorical-20003-both_sexes-1141174520.tsv.bgz;categorical-20003-both_sexes-1141174520.tsv.bgz.tbi;https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-20003-both_sexes-1141174520.tsv.bgz;https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-20003-both_sexes-1141174520.tsv.bgz.tbi;wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-20003-both_sexes-1141174520.tsv.bgz;wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-20003-both_sexes-1141174520.tsv.bgz.tbi;544201364;1752141;4268515811fed5f510a618291311609f;ca93af614b4daaa47b391b330e63d8aa;CA_Medications_h0.19198_n2913;Medications;symbicort 100/6 turbohaler;CA_PRS_symbicort_100_6_turbohaler_h0.19198_n2913;J45;Asthma
95;1141175684;179;179;949;categorical;20003;both_sexes;;Treatment/medication code;Code for treatment Negative codes indicate free-text entry.;risedronate sodium;UK Biobank Assessment Centre > Verbal interview > Medications;933;759;174;EUR;1;NA;NA;NA;NA;842;NA;NA;NA;NA;NA;419631;NA;NA;NA;NA;NA;0.13634;NA;NA;NA;NA;NA;1.0134;NA;categorical-20003-both_sexes-1141175684.tsv.bgz;categorical-20003-both_sexes-1141175684.tsv.bgz.tbi;https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-20003-both_sexes-1141175684.tsv.bgz;https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-20003-both_sexes-1141175684.tsv.bgz.tbi;wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-20003-both_sexes-1141175684.tsv.bgz;wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-20003-both_sexes-1141175684.tsv.bgz.tbi;535891370;1751831;cb50e8c17dbed55631eb28bd92d8c8b8;1ee52305748defa36923b4116f68e667;CA_Medications_h0.13634_n933;Medications;risedronate sodium;CA_PRS_risedronate_sodium_h0.13634_n933;M81;Osteoporosis
96;1141176288;180;180;952;categorical;20003;both_sexes;;Treatment/medication code;Code for treatment Negative codes indicate free-text entry.;azopt 10mg/ml eye drops;UK Biobank Assessment Centre > Verbal interview > Medications;205;100;105;EUR;1;NA;NA;NA;NA;184;NA;NA;NA;NA;NA;420289;NA;NA;NA;NA;NA;0.10905;NA;NA;NA;NA;NA;0.97763;NA;categorical-20003-both_sexes-1141176288.tsv.bgz;categorical-20003-both_sexes-1141176288.tsv.bgz.tbi;https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-20003-both_sexes-1141176288.tsv.bgz;https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-20003-both_sexes-1141176288.tsv.bgz.tbi;wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-20003-both_sexes-1141176288.tsv.bgz;wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-20003-both_sexes-1141176288.tsv.bgz.tbi;515001668;1750975;d83dca0e168bfccf06b9e11a62dea854;d08e869bc2a34a9db3320d5cdc886243;CA_Medications_h0.10905_n205;Medications;azopt 10mg/ml eye drops;CA_PRS_azopt_10mg_ml_eye_drops_h0.10905_n205;H40;Glaucoma
97;1141176662;181;181;954;categorical;20003;both_sexes;;Treatment/medication code;Code for treatment Negative codes indicate free-text entry.;celecoxib;UK Biobank Assessment Centre > Verbal interview > Medications;481;342;139;EUR;1;NA;NA;NA;NA;431;NA;NA;NA;NA;NA;420042;NA;NA;NA;NA;NA;0.18578;NA;NA;NA;NA;NA;1.0165;NA;categorical-20003-both_sexes-1141176662.tsv.bgz;categorical-20003-both_sexes-1141176662.tsv.bgz.tbi;https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-20003-both_sexes-1141176662.tsv.bgz;https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-20003-both_sexes-1141176662.tsv.bgz.tbi;wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-20003-both_sexes-1141176662.tsv.bgz;wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-20003-both_sexes-1141176662.tsv.bgz.tbi;528229308;1751405;4c1c11da5bc17a3f03589a49363f1fca;a8d520536901c87ff2af1db3ba0a7301;CA_Medications_h0.18578_n481;Medications;celecoxib;CA_PRS_celecoxib_h0.18578_n481;M19_R52;Arthritis (OA/RA)
98;1141176668;182;182;955;categorical;20003;both_sexes;;Treatment/medication code;Code for treatment Negative codes indicate free-text entry.;celebrex 100mg capsule;UK Biobank Assessment Centre > Verbal interview > Medications;382;272;110;EUR;1;NA;NA;NA;NA;348;NA;NA;NA;NA;NA;420125;NA;NA;NA;NA;NA;0.19991;NA;NA;NA;NA;NA;1.0077;NA;categorical-20003-both_sexes-1141176668.tsv.bgz;categorical-20003-both_sexes-1141176668.tsv.bgz.tbi;https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-20003-both_sexes-1141176668.tsv.bgz;https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-20003-both_sexes-1141176668.tsv.bgz.tbi;wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-20003-both_sexes-1141176668.tsv.bgz;wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-20003-both_sexes-1141176668.tsv.bgz.tbi;525681297;1751417;a99d6c811ffd4877eb8ea6f7069c4785;29ba32f305690ac9e619d1fef8dcd7e9;CA_Medications_h0.19991_n382;Medications;celebrex 100mg capsule;CA_PRS_celebrex_100mg_capsule_h0.19991_n382;M19_R52;Arthritis (OA/RA)
99;1141177526;183;183;959;categorical;20003;both_sexes;;Treatment/medication code;Code for treatment Negative codes indicate free-text entry.;esomeprazole;UK Biobank Assessment Centre > Verbal interview > Medications;1574;856;718;EUR;1;NA;NA;NA;NA;1410;NA;NA;NA;NA;NA;419063;NA;NA;NA;NA;NA;0.07298;NA;NA;NA;NA;NA;1.0144;NA;categorical-20003-both_sexes-1141177526.tsv.bgz;categorical-20003-both_sexes-1141177526.tsv.bgz.tbi;https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-20003-both_sexes-1141177526.tsv.bgz;https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-20003-both_sexes-1141177526.tsv.bgz.tbi;wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-20003-both_sexes-1141177526.tsv.bgz;wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-20003-both_sexes-1141177526.tsv.bgz.tbi;540198339;1751768;8e0bfcde7b73d84687581501bf13b50e;78fab8c5d8fa420f762d703b0091cb3c;CA_Medications_h0.07298_n1574;Medications;esomeprazole;CA_PRS_esomeprazole_h0.07298_n1574;K27_K25;Peptic/Gastric ulcer
100;1141177532;184;184;960;categorical;20003;both_sexes;;Treatment/medication code;Code for treatment Negative codes indicate free-text entry.;nexium 20mg tablet;UK Biobank Assessment Centre > Verbal interview > Medications;819;474;345;EUR;1;NA;NA;NA;NA;730;NA;NA;NA;NA;NA;419743;NA;NA;NA;NA;NA;0.099201;NA;NA;NA;NA;NA;1.0008;NA;categorical-20003-both_sexes-1141177532.tsv.bgz;categorical-20003-both_sexes-1141177532.tsv.bgz.tbi;https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-20003-both_sexes-1141177532.tsv.bgz;https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-20003-both_sexes-1141177532.tsv.bgz.tbi;wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-20003-both_sexes-1141177532.tsv.bgz;wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-20003-both_sexes-1141177532.tsv.bgz.tbi;534323390;1751528;39f18c1350f66106b6f85366a16051f3;da2d1a9672666b6e008e7698a1bf0972;CA_Medications_h0.09920_n819;Medications;nexium 20mg tablet;CA_PRS_nexium_20mg_tablet_h0.09920_n819;L50_T78;Urticaria/Hypersensitivity NOS
101;1141177600;185;185;961;categorical;20003;both_sexes;;Treatment/medication code;Code for treatment Negative codes indicate free-text entry.;rosiglitazone;UK Biobank Assessment Centre > Verbal interview > Medications;727;247;480;EUR;1;NA;NA;NA;NA;590;NA;NA;NA;NA;NA;419883;NA;NA;NA;NA;NA;0.22354;NA;NA;NA;NA;NA;1.0203;NA;categorical-20003-both_sexes-1141177600.tsv.bgz;categorical-20003-both_sexes-1141177600.tsv.bgz.tbi;https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-20003-both_sexes-1141177600.tsv.bgz;https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-20003-both_sexes-1141177600.tsv.bgz.tbi;wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-20003-both_sexes-1141177600.tsv.bgz;wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-20003-both_sexes-1141177600.tsv.bgz.tbi;532143795;1751421;cd2378769fdf3ff5f75576d7be657e0d;7f7024b211c5084b3b99423b9753463d;CA_Medications_h0.22354_n727;Medications;rosiglitazone;CA_PRS_rosiglitazone_h0.22354_n727;E11;T2DM
102;1141179920;186;186;966;categorical;20003;both_sexes;;Treatment/medication code;Code for treatment Negative codes indicate free-text entry.;lumigan 0.3mg/ml eye drops;UK Biobank Assessment Centre > Verbal interview > Medications;320;156;164;EUR;1;NA;NA;NA;NA;256;NA;NA;NA;NA;NA;420217;NA;NA;NA;NA;NA;0.16462;NA;NA;NA;NA;NA;1.0171;NA;categorical-20003-both_sexes-1141179920.tsv.bgz;categorical-20003-both_sexes-1141179920.tsv.bgz.tbi;https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-20003-both_sexes-1141179920.tsv.bgz;https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-20003-both_sexes-1141179920.tsv.bgz.tbi;wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-20003-both_sexes-1141179920.tsv.bgz;wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-20003-both_sexes-1141179920.tsv.bgz.tbi;521437340;1750946;fbc4d7dce37414dcf629419e7ed45195;ce98c96dd55c67f3b65489bd1138d75c;CA_Medications_h0.16462_n320;Medications;lumigan 0.3mg/ml eye drops;CA_PRS_lumigan_0.3mg_ml_eye_drops_h0.16462_n320;H40;Glaucoma
103;1141179992;187;187;968;categorical;20003;both_sexes;;Treatment/medication code;Code for treatment Negative codes indicate free-text entry.;dovobet ointment;UK Biobank Assessment Centre > Verbal interview > Medications;549;206;343;EUR;1;NA;NA;NA;NA;482;NA;NA;NA;NA;NA;419991;NA;NA;NA;NA;NA;0.14678;NA;NA;NA;NA;NA;0.99352;NA;categorical-20003-both_sexes-1141179992.tsv.bgz;categorical-20003-both_sexes-1141179992.tsv.bgz.tbi;https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-20003-both_sexes-1141179992.tsv.bgz;https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-20003-both_sexes-1141179992.tsv.bgz.tbi;wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-20003-both_sexes-1141179992.tsv.bgz;wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-20003-both_sexes-1141179992.tsv.bgz.tbi;529603874;1750901;8b98dd2aa1039a3fe2d820b8b838ff6b;987c256fee96b96efa661bbef6176a77;CA_Medications_h0.14678_n549;Medications;dovobet ointment;CA_PRS_dovobet_ointment_h0.14678_n549;L20;Atopic eczema
104;1141180036;188;188;969;categorical;20003;both_sexes;;Treatment/medication code;Code for treatment Negative codes indicate free-text entry.;fybogel orange s/f granules;UK Biobank Assessment Centre > Verbal interview > Medications;953;641;312;EUR;1;NA;NA;NA;NA;865;NA;NA;NA;NA;NA;419608;NA;NA;NA;NA;NA;0.21581;NA;NA;NA;NA;NA;0.98625;NA;categorical-20003-both_sexes-1141180036.tsv.bgz;categorical-20003-both_sexes-1141180036.tsv.bgz.tbi;https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-20003-both_sexes-1141180036.tsv.bgz;https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-20003-both_sexes-1141180036.tsv.bgz.tbi;wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-20003-both_sexes-1141180036.tsv.bgz;wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-20003-both_sexes-1141180036.tsv.bgz.tbi;535781541;1751666;dd640c39e289b1492bb1ad0572f79888;410067497c96684f70167377bbcad5db;CA_Medications_h0.21581_n953;Medications;fybogel orange s/f granules;CA_PRS_fybogel_orange_s_f_granules_h0.21581_n953;K59;Constipation
